Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
28-02-2019,11 - 12,41.48,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,41.49,,,,,
28-02-2019,12 - 13,41.36,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,41.38,,,,,
28-02-2019,13 - 14,41.43,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,41.45,,,,,
28-02-2019,14 - 15,41.6,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,41.61,,,,,
28-02-2019,15 - 16,41.69,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,,,,,
28-02-2019,16 - 17,42.74,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,42.73,,,,,
28-02-2019,17 - 18,44.5,44.19,44.19,44.19,46.88,46.88,48.03,48.03,44.19,44.19,44.19,44.19,44.19,44.19,46.88,46.88,46.88,,,,,
28-02-2019,18 - 19,45.51,44.96,44.96,45.06,49.74,48.22,50.96,50.96,45.06,45.06,45.06,44.96,44.96,44.15,49.74,49.74,49.74,,,,,
28-02-2019,19 - 20,44.89,44.68,44.68,44.68,49.75,44.68,50.97,50.97,44.68,44.68,44.68,44.68,44.68,43.93,49.75,49.75,49.75,,,,,
28-02-2019,20 - 21,43.77,43.78,43.78,43.78,43.78,43.78,48.54,48.54,43.78,43.78,43.78,43.78,43.78,43.78,43.78,43.78,43.78,,,,,
28-02-2019,21 - 22,43.15,43.14,43.14,43.14,43.14,43.14,44.2,44.2,43.14,43.14,43.14,43.14,43.14,43.14,43.14,43.14,43.14,,,,,
28-02-2019,22 - 23,42.59,42.6,42.6,42.6,42.6,42.6,43.21,43.21,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,,,,,
28-02-2019,23 - 00,41.43,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,41.44,,,,,
01-03-2019,00 - 01,41.46,41.46,41.46,41.46,41.46,41.46,39.4,41.46,41.46,41.46,41.46,41.46,41.46,41.46,41.46,41.46,41.46,,,,,
01-03-2019,01 - 02,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,40.85,,,,,
01-03-2019,02 - 03,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,40.69,,,,,
01-03-2019,03 - 04,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,41.02,,,,,
01-03-2019,04 - 05,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,41.92,,,,,
01-03-2019,05 - 06,43.39,43.39,43.39,43.39,43.39,45.92,40.4,43.39,43.39,43.39,43.39,43.39,43.39,43.39,45.92,45.92,45.92,,,,,
01-03-2019,06 - 07,45.47,45.3,45.3,45.3,45.3,55.19,46.75,45.3,45.3,45.3,45.3,45.3,45.3,44.96,55.19,55.19,55.19,,,,,
01-03-2019,07 - 08,46.47,45,45,46.45,47.98,56.58,47.98,47.98,46.45,46.45,46.45,45,45,45,56.58,56.58,56.58,,,,,
01-03-2019,08 - 09,48.12,45,45,49.99,49.99,62.6,49.99,49.99,48.52,48.52,48.52,45,45,45,62.6,62.6,62.6,,,,,
01-03-2019,09 - 10,48.26,45.47,45.47,50.28,50.28,53.82,50.28,50.28,48.44,48.44,48.44,45.47,45.47,45.47,53.82,53.82,53.82,,,,,
01-03-2019,10 - 11,48.14,45.33,45.33,50.5,51.15,53.88,51.15,51.15,47.57,47.57,47.57,45.33,45.33,45.33,53.88,53.88,53.88,,,,,
01-03-2019,11 - 12,46.72,44.87,44.87,46.51,50.97,53.88,50.97,50.97,46.51,46.51,46.51,44.87,44.87,44.87,53.88,53.88,53.88,,,,,
01-03-2019,12 - 13,45.99,44.74,44.74,46.02,48.56,51.29,48.56,48.56,46.02,46.02,46.02,44.74,44.74,44.74,51.29,51.29,51.29,,,,,
01-03-2019,13 - 14,45.69,44.62,44.62,45.8,46.26,49.08,47.4,47.4,45.8,45.8,45.8,44.62,44.62,44.62,49.08,49.08,49.08,,,,,
01-03-2019,14 - 15,45.28,44.53,44.53,45.41,45.79,49.04,46.91,46.91,45.41,45.41,45.41,44.53,44.53,44.53,49.04,49.04,49.04,,,,,
01-03-2019,15 - 16,45.24,43.96,43.96,45.55,45.55,47.11,45.97,45.97,45.55,45.55,45.55,43.96,43.96,43.96,47.11,47.11,47.11,,,,,
01-03-2019,16 - 17,45.5,43.68,43.68,45.79,45.8,50.64,46.93,46.93,45.79,45.79,45.79,43.68,43.68,43.68,50.64,50.64,50.64,,,,,
01-03-2019,17 - 18,46.11,43.71,43.71,46.2,50.79,61.69,50.79,50.79,46.2,46.2,46.2,43.71,43.71,43.71,61.69,61.69,61.69,,,,,
01-03-2019,18 - 19,46.32,43.51,43.51,46.62,52.59,64.87,52.59,52.59,46.62,46.62,46.62,43.51,43.51,43.51,64.87,64.87,64.87,,,,,
01-03-2019,19 - 20,45.87,43.48,43.48,46.21,51.23,47.5,52.49,52.49,46.21,46.21,46.21,43.48,43.48,43.48,51.23,51.23,51.23,,,,,
01-03-2019,20 - 21,45.02,43.43,43.43,45.52,47.49,45.52,48.66,48.66,45.52,45.52,45.52,43.43,43.43,43.43,47.49,47.49,47.49,,,,,
01-03-2019,21 - 22,44.5,43.19,43.19,45.04,45.04,45.04,46.53,46.53,45.04,45.04,45.04,43.19,43.19,43.19,45.04,45.04,45.04,,,,,
01-03-2019,22 - 23,44.19,44.19,44.19,44.19,44.19,44.19,45.65,45.65,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,,,,,
01-03-2019,23 - 00,43.32,43.35,43.35,43.35,43.35,43.35,44.41,44.41,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,43.35,,,,,
02-03-2019,00 - 01,43.72,43.13,43.13,43.13,43.13,43.13,44.19,44.19,44.15,44.15,44.15,43.13,43.13,43.13,43.13,43.13,43.13,,,,,
02-03-2019,01 - 02,42.8,42.24,42.24,42.24,42.24,42.24,43.28,43.28,43.32,43.32,43.32,42.24,42.24,42.24,42.24,42.24,42.24,,,,,
02-03-2019,02 - 03,41.78,41.09,41.09,41.09,41.09,41.09,41.09,41.09,42.45,42.45,42.45,41.09,41.09,41.09,41.09,41.09,41.09,,,,,
02-03-2019,03 - 04,40.92,39.49,39.49,39.49,39.49,39.49,39.49,39.49,41.81,41.81,41.81,39.49,39.49,39.49,39.49,39.49,39.49,,,,,
02-03-2019,04 - 05,41,39.59,39.59,39.59,39.59,39.59,39.59,39.59,41.98,41.98,41.98,39.59,39.59,39.59,39.59,39.59,39.59,,,,,
02-03-2019,05 - 06,41.03,39.97,39.97,39.97,39.97,39.97,39.97,39.97,41.92,41.92,41.92,39.97,39.97,39.97,39.97,39.97,39.97,,,,,
02-03-2019,06 - 07,41.59,40.48,40.48,40.48,40.48,40.48,41.42,41.42,42.79,42.79,42.79,40.48,40.48,40.48,40.48,40.48,40.48,,,,,
02-03-2019,07 - 08,42.14,41.16,41.16,41.16,41.16,41.16,43.92,43.92,43.55,43.55,43.55,41.16,41.16,41.16,41.16,41.16,41.16,,,,,
02-03-2019,08 - 09,43.23,41.64,41.64,41.64,41.64,41.64,46.33,46.33,45.33,45.33,45.33,41.64,41.64,41.64,41.64,41.64,41.64,,,,,
02-03-2019,09 - 10,43.58,41.93,41.93,41.93,41.93,41.93,45.38,45.38,45.38,45.38,45.38,41.93,41.93,41.93,41.93,41.93,41.93,,,,,
02-03-2019,10 - 11,43.68,42.36,42.36,42.36,42.36,42.36,45.17,45.17,45.17,45.17,45.17,42.36,42.36,42.36,42.36,42.36,42.36,,,,,
02-03-2019,11 - 12,43.1,41.98,41.98,41.98,41.98,41.98,44.37,44.37,44.37,44.37,44.37,41.98,41.98,41.98,41.98,41.98,41.98,,,,,
02-03-2019,12 - 13,42.64,41.84,41.84,41.84,41.84,41.84,43.9,43.9,43.48,43.48,43.48,41.84,41.84,41.84,41.84,41.84,41.84,,,,,
02-03-2019,13 - 14,41.02,40.21,40.21,40.21,40.21,40.21,40.21,40.21,42.16,42.16,42.16,40.21,40.21,40.21,40.21,40.21,40.21,,,,,
02-03-2019,14 - 15,40.29,39.26,39.26,39.26,39.26,39.26,39.26,39.26,42.03,42.03,42.03,39.26,39.26,39.26,39.26,39.26,39.26,,,,,
02-03-2019,15 - 16,40.47,39.18,39.18,39.18,39.18,39.18,39.18,39.18,42.4,42.4,42.4,39.18,39.18,39.18,39.18,39.18,39.18,,,,,
02-03-2019,16 - 17,41.63,40.97,40.97,40.97,40.97,40.97,40.92,40.97,42.82,42.82,42.82,40.97,40.97,40.97,40.97,40.97,40.97,,,,,
02-03-2019,17 - 18,43.73,43.78,43.78,43.78,43.78,43.78,43.84,43.78,43.78,43.78,43.78,43.78,43.78,43.78,43.78,43.78,43.78,,,,,
02-03-2019,18 - 19,44.84,44.77,44.77,44.77,44.77,44.77,44.88,44.88,44.88,44.88,44.88,44.77,44.77,44.77,44.77,44.77,44.77,,,,,
02-03-2019,19 - 20,43.65,43.22,43.22,43.22,43.22,43.22,43.22,43.22,43.96,43.96,43.96,43.22,43.22,43.22,43.22,43.22,43.22,,,,,
02-03-2019,20 - 21,41.5,40.47,40.47,40.47,40.47,40.47,38.27,40.47,43.19,43.19,43.19,40.47,40.47,40.47,40.47,40.47,40.47,,,,,
02-03-2019,21 - 22,41.06,40.06,40.06,40.06,40.06,40.06,32.07,32.07,42.54,42.54,42.54,40.06,40.06,40.06,40.06,40.06,40.06,,,,,
02-03-2019,22 - 23,40.89,39.77,39.77,39.77,39.77,39.77,30.52,30.52,42.07,42.07,42.07,39.77,39.77,39.77,39.77,39.77,39.77,,,,,
02-03-2019,23 - 00,39.76,37.77,37.77,37.77,37.77,37.77,25.34,25.34,41.71,41.71,41.71,37.77,37.77,37.77,37.77,37.77,37.77,,,,,
03-03-2019,00 - 01,39.78,38.89,38.89,38.89,38.89,38.89,22.77,38.89,41.22,41.22,41.22,38.89,38.89,38.89,38.89,38.89,38.89,,,,,
03-03-2019,01 - 02,39.1,37.48,37.48,37.48,37.48,37.48,8.67,36.9,41.52,41.52,41.52,37.48,37.48,37.48,37.48,37.48,37.48,,,,,
03-03-2019,02 - 03,37.95,37.29,37.29,37.29,37.29,37.29,1.84,1.84,41.1,41.1,41.1,37.29,37.29,37.29,37.29,37.29,37.08,,,,,
03-03-2019,03 - 04,37.83,37.74,37.74,37.74,37.74,37.74,0.09,0.09,40.98,40.98,40.98,37.74,37.74,37.74,37.74,37.74,37.04,,,,,
03-03-2019,04 - 05,38.54,38.57,38.57,38.57,38.57,38.57,0.07,0.07,41.41,41.41,41.41,38.57,38.57,38.57,38.57,38.57,37.1,,,,,
03-03-2019,05 - 06,37.58,38.86,38.86,38.86,38.86,38.86,0.03,38.86,39.1,39.1,39.1,38.86,38.86,38.86,38.86,38.86,38.86,,,,,
03-03-2019,06 - 07,37,37.33,37.33,37.33,37.33,37.33,−2.81,37.33,40.11,40.11,40.11,37.33,37.33,37.33,37.33,37.33,37.33,,,,,
03-03-2019,07 - 08,38.58,39.12,39.12,39.12,39.12,39.12,−0.04,39.12,40.96,40.96,40.96,39.12,39.12,39.12,39.12,39.12,39.12,,,,,
03-03-2019,08 - 09,39.99,40.21,40.21,40.21,40.21,40.21,2.86,40.21,40.88,40.88,40.88,40.21,40.21,40.21,40.21,40.21,40.21,,,,,
03-03-2019,09 - 10,41.04,41.03,41.03,41.03,41.03,41.03,0.08,41.03,42.11,42.11,42.11,41.03,41.03,41.03,41.03,41.03,41.03,,,,,
03-03-2019,10 - 11,41.56,41.42,41.42,41.42,41.42,41.42,0.11,41.42,42.66,42.66,42.66,41.42,41.42,41.42,41.42,41.42,41.42,,,,,
03-03-2019,11 - 12,41.31,40.99,40.99,40.99,40.99,40.99,3.33,40.99,42.62,42.62,42.62,40.99,40.99,40.99,40.99,40.99,40.99,,,,,
03-03-2019,12 - 13,40.98,40.65,40.65,40.65,40.65,40.65,04.02,40.65,42.49,42.49,42.49,40.65,40.65,40.65,40.65,40.65,40.65,,,,,
03-03-2019,13 - 14,40.6,40.23,40.23,40.23,40.23,40.23,01.06,40.23,41.94,41.94,41.94,40.23,40.23,40.23,40.23,40.23,40.23,,,,,
03-03-2019,14 - 15,39.83,39.87,39.87,39.87,39.87,39.87,2,39.87,40.95,40.95,40.95,39.87,39.87,39.87,39.87,39.87,39.87,,,,,
03-03-2019,15 - 16,39.15,39.68,39.68,39.68,39.68,39.68,4.75,39.68,39.68,39.68,39.68,39.68,39.68,39.68,39.68,39.68,39.68,,,,,
03-03-2019,16 - 17,40.01,40.29,40.29,40.29,40.29,40.29,20.07,40.29,40.29,40.29,40.29,40.29,40.29,40.29,40.29,40.29,40.29,,,,,
03-03-2019,17 - 18,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,41.79,,,,,
03-03-2019,18 - 19,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,,,,,
03-03-2019,19 - 20,43.14,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,43.12,,,,,
03-03-2019,20 - 21,42.68,42.68,42.68,42.68,42.68,42.68,41.07,42.68,42.68,42.68,42.68,42.68,42.68,42.68,42.68,42.68,42.68,,,,,
03-03-2019,21 - 22,41.8,41.62,41.62,41.62,41.62,41.62,40.82,41.62,42.23,42.23,42.23,41.62,41.62,41.62,41.62,41.62,41.62,,,,,
03-03-2019,22 - 23,41.31,40.94,40.94,40.94,40.94,40.94,40.94,40.94,41.91,41.91,41.91,40.94,40.94,40.94,40.94,40.94,40.94,,,,,
03-03-2019,23 - 00,40.91,40.32,40.32,40.32,40.32,40.32,40.32,40.32,41.47,41.47,41.47,40.32,40.32,40.32,40.32,40.32,40.32,,,,,
04-03-2019,00 - 01,40.14,39.78,39.78,39.78,39.78,39.78,0.11,0.11,41.58,41.58,41.58,39.78,39.78,39.78,39.78,39.78,37.33,,,,,
04-03-2019,01 - 02,39.87,39.3,39.3,39.3,39.3,39.3,−0.21,−0.21,41.64,41.64,41.64,39.3,39.3,39.3,39.3,39.3,37.31,,,,,
04-03-2019,02 - 03,38.91,39.32,39.32,39.32,39.32,39.32,−6.86,−6.86,41.11,41.11,41.11,39.32,39.32,39.32,39.32,39.32,36.61,,,,,
04-03-2019,03 - 04,39.15,39.51,39.51,39.51,39.51,39.51,−7,−7,41.29,41.29,41.29,39.51,39.51,39.51,39.51,39.51,38.02,,,,,
04-03-2019,04 - 05,39.92,40.7,40.7,40.7,40.7,40.7,−2.47,−2.47,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,37.02,,,,,
04-03-2019,05 - 06,41.45,41.48,41.48,41.48,41.48,45.16,6.24,6.24,41.48,41.48,41.48,41.48,41.48,41.48,45.16,45.16,45.16,,,,,
04-03-2019,06 - 07,42.54,42.32,42.32,42.32,42.32,47.84,25.83,42.14,42.32,42.32,42.32,42.32,42.32,42.32,47.84,47.84,47.84,,,,,
04-03-2019,07 - 08,43.22,42.94,42.94,42.94,42.94,54.09,42.5,42.94,42.94,42.94,42.94,42.94,42.94,42.94,54.09,54.09,54.09,,,,,
04-03-2019,08 - 09,44.17,44.03,44.03,44.03,44.03,55.03,42.42,44.03,44.03,44.03,44.03,44.03,44.03,44.03,55.03,55.03,55.03,,,,,
04-03-2019,09 - 10,44.49,44.4,44.4,44.4,44.4,55.04,20.69,44.4,44.4,44.4,44.4,44.4,44.4,44.4,55.04,55.04,55.04,,,,,
04-03-2019,10 - 11,44.32,44.3,44.3,44.3,44.3,54.59,7.54,44.3,44.3,44.3,44.3,44.3,44.3,44.3,54.59,54.59,54.59,,,,,
04-03-2019,11 - 12,43.75,43.79,43.79,43.79,43.79,53.01,0.09,43.79,43.79,43.79,43.79,43.79,43.79,43.79,53.01,53.01,53.01,,,,,
04-03-2019,12 - 13,43.07,42.95,42.95,42.95,42.95,53,24.65,42.95,42.95,42.95,42.95,42.95,42.95,42.95,53,53,53,,,,,
04-03-2019,13 - 14,42.93,42.87,42.87,42.87,42.87,52.41,19.23,42.87,42.87,42.87,42.87,42.87,42.87,42.87,52.41,52.41,52.41,,,,,
04-03-2019,14 - 15,42.87,42.83,42.83,42.83,42.83,51.41,14.84,42.83,42.83,42.83,42.83,42.83,42.83,42.83,51.41,51.41,51.41,,,,,
04-03-2019,15 - 16,42.82,42.85,42.85,42.85,42.85,50.02,14.71,42.85,42.85,42.85,42.85,42.85,42.85,42.85,50.02,50.02,50.02,,,,,
04-03-2019,16 - 17,42.87,42.88,42.88,42.88,42.88,49.92,14.81,42.88,42.88,42.88,42.88,42.88,42.88,42.88,49.92,49.92,49.92,,,,,
04-03-2019,17 - 18,43.35,43.22,43.22,43.22,43.22,54.61,40.8,43.22,43.22,43.22,43.22,43.22,43.22,43.22,54.61,54.61,54.61,,,,,
04-03-2019,18 - 19,43.23,43.1,43.1,43.1,43.1,53.06,42.46,43.1,43.1,43.1,43.1,43.1,43.1,43.1,53.06,53.06,53.06,,,,,
04-03-2019,19 - 20,42.93,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,,,,,
04-03-2019,20 - 21,41.91,41.61,41.61,41.61,41.61,41.61,25.98,25.98,42.69,42.69,42.69,41.61,41.61,41.61,41.61,41.61,41.61,,,,,
04-03-2019,21 - 22,41.46,40.75,40.75,40.75,40.75,40.75,21.1,21.1,42.83,42.83,42.83,40.75,40.75,40.75,40.75,40.75,40.75,,,,,
04-03-2019,22 - 23,40.35,39.46,39.46,39.46,39.46,39.46,10.06,10.06,42.21,42.21,42.21,39.46,39.46,39.46,39.46,39.46,39.46,,,,,
04-03-2019,23 - 00,38.54,37.06,37.06,37.06,37.06,37.06,−2.39,−2.39,41.62,41.62,41.62,37.06,37.06,37.06,37.06,37.06,37.06,,,,,
05-03-2019,00 - 01,38.81,37.81,37.81,37.81,37.81,37.81,−0.08,−0.08,42.13,42.13,42.13,37.81,37.81,37.81,37.81,37.81,37.81,,,,,
05-03-2019,01 - 02,37.39,36.08,36.08,36.08,36.08,36.08,−2.39,−2.39,41.99,41.99,41.99,36.86,36.86,36.86,36.08,36.08,36.08,,,,,
05-03-2019,02 - 03,37.19,36,36,36,36,36,−4.95,−4.95,41.93,41.93,41.93,36.84,36.84,36.84,36,36,36,,,,,
05-03-2019,03 - 04,37.69,36.06,36.06,36.06,36.06,36.06,−1.92,−1.92,41.99,41.99,41.99,36.86,36.86,36.86,36.06,36.06,36.06,,,,,
05-03-2019,04 - 05,38.38,38.16,38.16,38.16,38.16,38.16,−2.23,−2.23,42.03,42.03,42.03,38.16,38.16,38.16,38.16,38.16,38.16,,,,,
05-03-2019,05 - 06,40.56,40.55,40.55,40.55,40.55,40.55,11.23,11.23,42.02,42.02,42.02,40.55,40.55,40.55,40.55,40.55,40.55,,,,,
05-03-2019,06 - 07,42.28,42.28,42.28,42.28,42.28,42.28,33.49,33.49,42.33,42.33,42.33,42.28,42.28,42.28,42.28,42.28,42.28,,,,,
05-03-2019,07 - 08,44.29,44.24,44.24,44.24,44.24,47,44.24,44.24,44.24,44.24,44.24,44.24,44.24,44.24,47,47,47,,,,,
05-03-2019,08 - 09,44.82,44.68,44.68,44.68,44.68,48.62,44.68,44.68,44.68,44.68,44.68,44.68,44.68,44.68,48.62,48.62,48.62,,,,,
05-03-2019,09 - 10,44.86,44.73,44.73,44.73,44.73,48.17,44.73,44.73,44.73,44.73,44.73,44.73,44.73,44.73,48.17,48.17,48.17,,,,,
05-03-2019,10 - 11,44.84,44.71,44.71,44.71,44.71,47.82,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,47.82,47.82,47.82,,,,,
05-03-2019,11 - 12,44.53,44.39,44.39,44.39,44.39,47.85,44.39,44.39,44.39,44.39,44.39,44.39,44.39,44.39,47.85,47.85,47.85,,,,,
05-03-2019,12 - 13,44.14,43.99,43.99,43.99,43.99,47.83,43.99,43.99,43.99,43.99,43.99,43.99,43.99,43.99,47.83,47.83,47.83,,,,,
05-03-2019,13 - 14,43.95,43.79,43.79,43.79,43.79,48.15,43.79,43.79,43.79,43.79,43.79,43.79,43.79,43.79,48.15,48.15,48.15,,,,,
05-03-2019,14 - 15,43.91,43.77,43.77,43.77,43.77,47.49,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,47.49,47.49,47.49,,,,,
05-03-2019,15 - 16,44.49,44.38,44.38,44.38,44.38,47.05,44.09,44.38,44.38,44.38,44.38,44.38,44.38,44.38,47.05,47.05,47.05,,,,,
05-03-2019,16 - 17,46.12,46.09,46.09,46.09,46.09,47.1,46.39,46.09,46.09,46.09,46.09,46.09,46.09,46.09,47.1,47.1,47.1,,,,,
05-03-2019,17 - 18,47.97,49.27,49.27,49.27,49.27,51.24,49.27,49.27,47.69,47.69,47.69,49.27,49.27,49.27,51.24,51.24,51.24,,,,,
05-03-2019,18 - 19,51.24,55.01,55.01,55.01,55.01,55.01,55.01,55.01,48.68,48.68,48.68,55.01,55.01,55.01,55.01,55.01,55.01,,,,,
05-03-2019,19 - 20,50.74,52.57,52.57,52.57,52.57,52.57,52.57,52.57,48.61,48.61,48.61,52.57,52.57,52.57,52.57,52.57,52.57,,,,,
05-03-2019,20 - 21,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,47.74,,,,,
05-03-2019,21 - 22,46.36,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,,,,,
05-03-2019,22 - 23,44.69,44.75,44.75,44.75,44.75,44.75,46.01,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,44.75,,,,,
05-03-2019,23 - 00,42.64,42.79,42.79,42.79,42.79,42.79,41.54,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,,,,,
06-03-2019,00 - 01,43.06,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,43.07,,,,,
06-03-2019,01 - 02,42.74,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,,,,,
06-03-2019,02 - 03,42.5,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,,,,,
06-03-2019,03 - 04,42.56,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,42.58,,,,,
06-03-2019,04 - 05,43.43,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,43.44,,,,,
06-03-2019,05 - 06,44.82,44.81,44.81,44.81,44.81,45.22,44.81,44.81,44.81,44.81,44.81,44.81,44.81,44.81,45.22,45.22,45.22,,,,,
06-03-2019,06 - 07,45.58,45.48,45.48,45.48,45.48,48.1,45.48,45.48,45.48,45.48,45.48,45.48,45.48,45.48,48.1,48.1,48.1,,,,,
06-03-2019,07 - 08,47.72,47.53,47.53,47.53,47.53,52.09,47.53,47.53,47.53,47.53,47.53,47.53,47.53,47.53,52.09,52.09,52.09,,,,,
06-03-2019,08 - 09,47.93,47.79,47.79,47.79,47.79,53.02,47.79,47.79,47.79,47.79,47.79,47.79,47.79,47.79,53.02,53.02,53.02,,,,,
06-03-2019,09 - 10,47.83,47.8,47.8,47.8,47.8,50.02,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,50.02,50.02,50.02,,,,,
06-03-2019,10 - 11,47.39,47.41,47.41,47.41,47.41,48.52,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41,49.02,49.02,49.02,,,,,
06-03-2019,11 - 12,46.8,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,46.84,,,,,
06-03-2019,12 - 13,46.12,46.32,46.32,46.32,46.32,46.32,42.83,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.32,,,,,
06-03-2019,13 - 14,45.77,46.07,46.07,46.07,46.07,46.07,35.22,46.07,46.07,46.07,46.07,46.07,46.07,46.07,46.07,46.07,46.07,,,,,
06-03-2019,14 - 15,45.19,45.63,45.63,45.63,45.63,45.63,34.76,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,,,,,
06-03-2019,15 - 16,44.65,45.04,45.04,45.04,45.04,45.04,28.66,45.04,45.04,45.04,45.04,45.04,45.04,45.04,49,49,49,,,,,
06-03-2019,16 - 17,45.03,45.35,45.35,45.35,45.35,47.08,29.99,45.35,45.35,45.35,45.35,45.35,45.35,45.35,47.08,47.08,47.08,,,,,
06-03-2019,17 - 18,45.62,45.73,45.73,45.73,45.73,53.06,36.88,45.73,45.73,45.73,45.73,45.73,45.73,45.73,53.06,53.06,53.06,,,,,
06-03-2019,18 - 19,45.96,45.88,45.88,45.88,45.88,53.01,43.7,45.88,45.88,45.88,45.88,45.88,45.88,45.88,53.01,53.01,53.01,,,,,
06-03-2019,19 - 20,44.88,44.98,44.98,44.98,44.98,44.98,43.9,44.98,44.98,44.98,44.98,44.98,44.98,44.98,44.98,44.98,44.98,,,,,
06-03-2019,20 - 21,43.85,43.99,43.99,43.99,43.99,43.99,40.38,43.99,43.99,43.99,43.99,43.99,43.99,43.99,43.99,43.99,43.99,,,,,
06-03-2019,21 - 22,42.95,43.03,43.03,43.03,43.03,43.03,28.96,43.03,43.1,43.1,43.1,43.03,43.03,43.03,43.03,43.03,43.03,,,,,
06-03-2019,22 - 23,41.52,40.58,40.58,40.58,40.58,40.58,29.55,29.55,42.46,42.46,42.46,42.38,42.38,42.38,40.58,40.58,40.58,,,,,
06-03-2019,23 - 00,40.91,39.39,39.39,39.39,39.39,39.39,27.49,27.49,41.95,41.95,41.95,41.95,41.95,41.95,39.39,39.39,39.39,,,,,
07-03-2019,00 - 01,40.86,39.54,39.54,39.54,39.54,39.54,25.05,25.05,42.54,42.54,42.54,42.54,42.54,42.54,39.54,39.54,39.54,,,,,
07-03-2019,01 - 02,39.97,37.55,37.55,37.55,37.55,37.55,24.64,24.64,41.82,41.82,41.82,41.82,41.82,41.82,37.55,37.55,37.55,,,,,
07-03-2019,02 - 03,39.93,37.41,37.41,37.41,37.41,37.41,34.45,34.45,41.6,41.6,41.6,41.6,41.6,41.6,37.41,37.41,37.41,,,,,
07-03-2019,03 - 04,40.02,38.05,38.05,38.05,38.05,38.05,38.05,38.05,41.6,41.6,41.6,41.6,41.6,41.6,38.05,38.05,38.05,,,,,
