Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 07-02-2017,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
19-06-2015,12 - 13,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,55.09,55.09,55.09,
19-06-2015,13 - 14,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,57.91,57.91,57.91,
19-06-2015,14 - 15,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,55.06,55.06,55.06,
19-06-2015,15 - 16,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,55.08,55.08,55.08,
19-06-2015,16 - 17,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,54.96,54.96,54.96,
19-06-2015,17 - 18,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,33.58,54.97,54.97,
19-06-2015,18 - 19,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,12.09,33.54,54.95,54.95,
19-06-2015,19 - 20,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,11.81,25.08,55,55,
19-06-2015,20 - 21,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,25.08,54.97,54.97,
19-06-2015,21 - 22,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,25.06,54.94,54.94,
19-06-2015,22 - 23,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,11.97,25.04,52.01,52.01,
19-06-2015,23 - 00,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.67,25.01,29.51,29.51,
20-06-2015,00 - 01,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,26.08,26.08,
20-06-2015,01 - 02,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84,26.01,26.01,
20-06-2015,02 - 03,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,8.18,13.08,13.08,
20-06-2015,03 - 04,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,13.05,13.05,
20-06-2015,04 - 05,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,13.05,13.05,
20-06-2015,05 - 06,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,13.1,13.1,
20-06-2015,06 - 07,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,26.09,26.09,
20-06-2015,07 - 08,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,8.92,23.44,23.44,23.44,
20-06-2015,08 - 09,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,55.8,55.8,55.8,
20-06-2015,09 - 10,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,33.6,55.82,55.82,
20-06-2015,10 - 11,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,10.97,33.54,45.09,45.09,
20-06-2015,11 - 12,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,10.98,23.46,55.81,55.81,
20-06-2015,12 - 13,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,10.44,23.45,55.81,55.81,
20-06-2015,13 - 14,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,52.06,52.06,
20-06-2015,14 - 15,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,45.09,45.09,
20-06-2015,15 - 16,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,9.46,55.81,55.81,
20-06-2015,16 - 17,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,55.81,55.81,
20-06-2015,17 - 18,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,55.81,55.81,
20-06-2015,18 - 19,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,55.81,55.81,
20-06-2015,19 - 20,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,55.82,55.82,
20-06-2015,20 - 21,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,55.81,55.81,
20-06-2015,21 - 22,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,52.02,52.02,
20-06-2015,22 - 23,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.08,23.41,45.07,45.07,
20-06-2015,23 - 00,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.71,26.09,26.09,
21-06-2015,00 - 01,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,23.41,26.05,26.05,
21-06-2015,01 - 02,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,13.1,13.1,
21-06-2015,02 - 03,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,13.07,13.07,
21-06-2015,03 - 04,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,13.05,13.05,
21-06-2015,04 - 05,8.4,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,13.04,13.04,
21-06-2015,05 - 06,8.6,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,13.07,13.07,
21-06-2015,06 - 07,09.01,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26.02,26.02,
21-06-2015,07 - 08,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,23.47,45.09,45.09,
21-06-2015,08 - 09,10.9,10.73,10.73,10.73,10.73,10.73,20.48,20.48,10.73,10.73,10.73,10.73,10.73,10.73,25.06,55.09,55.09,
21-06-2015,09 - 10,11.31,11.14,11.14,11.14,11.14,11.14,22.63,22.63,11.14,11.14,11.14,11.14,11.14,11.14,45.08,45.08,45.08,
21-06-2015,10 - 11,12.02,11.91,11.91,11.91,11.91,11.91,23.77,23.77,11.91,11.91,11.91,11.91,11.91,11.91,45.09,45.09,45.09,
21-06-2015,11 - 12,12.84,12.61,12.61,12.61,12.61,12.61,26.21,26.21,12.61,12.61,12.61,12.61,12.61,12.61,25.1,45.08,45.08,
21-06-2015,12 - 13,12.92,12.76,12.76,12.76,12.76,12.76,23.71,23.71,12.76,12.76,12.76,12.76,12.76,12.76,25.09,55.05,55.05,
21-06-2015,13 - 14,12.53,12.47,12.47,12.47,12.47,12.47,15.52,15.52,12.47,12.47,12.47,12.47,12.47,12.47,25.08,45.1,45.1,
21-06-2015,14 - 15,12.25,12.19,12.19,12.19,12.19,12.19,15.53,15.53,12.19,12.19,12.19,12.19,12.19,12.19,25.07,45.07,45.07,
21-06-2015,15 - 16,12.27,12.2,12.2,12.2,12.2,12.2,16.94,16.94,12.2,12.2,12.2,12.2,12.2,12.2,25.06,45.06,45.06,
21-06-2015,16 - 17,12.41,12.38,12.38,12.38,12.38,12.38,15.33,15.33,12.38,12.38,12.38,12.38,12.38,12.38,25.06,45.06,45.06,
21-06-2015,17 - 18,12.96,12.8,12.8,12.8,12.8,12.8,22.47,22.47,12.8,12.8,12.8,12.8,12.8,12.8,25.07,45.06,45.06,
21-06-2015,18 - 19,13.37,13.07,13.07,13.07,13.07,13.07,28.99,28.99,13.07,13.07,13.07,13.07,13.07,13.07,25.1,45.08,45.08,
21-06-2015,19 - 20,13.63,13.05,13.05,13.05,31.19,13.05,31.95,31.95,13.05,13.05,13.05,13.05,13.05,13.05,25.09,45.08,45.08,
21-06-2015,20 - 21,13.73,12.8,12.8,12.8,32.7,12.8,32.7,32.7,12.8,12.8,12.8,12.8,12.8,12.8,25.06,45.05,45.05,
21-06-2015,21 - 22,13.84,13.33,13.33,13.33,32.58,13.33,32.58,32.58,13.33,13.33,13.33,13.33,13.33,13.33,25.03,45.08,45.08,
21-06-2015,22 - 23,12.91,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,23.49,45.05,45.05,
21-06-2015,23 - 00,11.21,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,11.23,23.41,26.09,26.09,
22-06-2015,00 - 01,11.47,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,
22-06-2015,01 - 02,11,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,13.04,13.04,
22-06-2015,02 - 03,10.51,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,13.03,13.03,
22-06-2015,03 - 04,10.44,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,12.1,12.1,
22-06-2015,04 - 05,10.48,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,10.58,13.06,13.06,
22-06-2015,05 - 06,11.25,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,
22-06-2015,06 - 07,16,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,14.28,14.28,14.28,25.04,45.06,45.06,
22-06-2015,07 - 08,19.35,22.87,22.87,22.87,40.11,44.96,40.11,40.11,18.38,18.38,18.38,16.34,16.34,16.34,56.16,56.16,56.16,
22-06-2015,08 - 09,22.69,29.97,29.97,29.97,43.47,57.96,43.47,43.47,14.88,14.88,14.88,18.5,18.5,18.5,57.96,57.96,57.96,
22-06-2015,09 - 10,24.1,40.03,40.03,40.03,43.53,59.43,43.53,43.53,13.79,13.79,13.79,19.3,19.3,19.3,59.43,59.43,59.43,
22-06-2015,10 - 11,24.6,42.96,42.96,42.96,43.72,63.02,43.72,43.72,16.93,16.93,16.93,30.17,30.17,16.29,63.02,63.02,63.02,
22-06-2015,11 - 12,24.25,43.52,43.52,43.52,43.52,63.04,43.52,43.52,16.95,16.95,16.95,29.18,29.18,16.25,63.04,63.04,63.04,
22-06-2015,12 - 13,20.96,38.24,38.24,38.24,38.24,63.03,38.24,38.24,15.87,15.87,15.87,23.91,23.91,16.07,63.03,63.03,63.03,
22-06-2015,13 - 14,20.71,39.7,39.7,39.7,39.7,54.8,39.7,39.7,16.07,16.07,16.07,22.8,22.8,16.08,54.8,56.2,56.2,
22-06-2015,14 - 15,19.82,35.31,35.31,35.31,35.31,35.31,35.31,35.31,17.2,17.2,17.2,22.6,22.6,16.02,35.31,60.06,60.06,
22-06-2015,15 - 16,19.3,28.2,28.2,28.2,34.66,28.2,34.66,34.66,14.66,14.66,14.66,22.52,22.52,12.99,28.2,61.06,61.06,
22-06-2015,16 - 17,18.89,22.27,22.27,22.27,33.04,54.58,33.04,33.04,13.76,13.76,13.76,22.27,22.27,12.84,54.58,60.06,60.06,
22-06-2015,17 - 18,18.22,20.82,20.82,20.82,35.09,37.93,35.09,35.09,12.77,12.77,12.77,20.82,20.82,12.81,37.93,56.93,56.93,
22-06-2015,18 - 19,17.85,19.96,19.96,19.96,35.59,46.87,35.59,35.59,12.5,12.5,12.5,19.96,19.96,12.83,46.87,56.91,56.91,
22-06-2015,19 - 20,17.44,19.42,19.42,19.42,37.69,57.9,37.69,37.69,12.4,12.4,12.4,19.42,19.42,12.83,57.9,57.9,57.9,
22-06-2015,20 - 21,17.53,18.47,18.47,18.47,38.99,18.47,38.99,38.99,15.05,15.05,15.05,18.47,18.47,12.86,25.02,56.19,56.19,
22-06-2015,21 - 22,17.09,17.7,17.7,17.7,34.65,17.7,35.5,35.5,15.05,15.05,15.05,17.7,17.7,12.88,23.48,56.16,56.16,
22-06-2015,22 - 23,16.76,16.88,16.88,16.88,30.3,17.05,31.04,31.04,15.13,15.13,15.13,16.88,16.88,12.76,23.45,52.04,52.04,
22-06-2015,23 - 00,13.69,15.53,15.53,15.53,26.41,15.53,27.05,27.05,13.01,13.01,13.01,15.53,15.53,12.63,15.53,26.01,26.01,
23-06-2015,00 - 01,12.76,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.51,12.82,26.01,26.01,
23-06-2015,01 - 02,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,12.32,13.07,13.07,
23-06-2015,02 - 03,12.08,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,13.05,13.05,
23-06-2015,03 - 04,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,11.93,13.03,13.03,
23-06-2015,04 - 05,11.89,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,13.02,13.02,
23-06-2015,05 - 06,12.17,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,
23-06-2015,06 - 07,14.89,21.15,21.15,21.15,29.73,25.02,30.46,30.46,12.69,12.69,12.69,21.15,21.15,12.49,25.02,45.04,45.04,
23-06-2015,07 - 08,20.78,34.04,34.04,34.04,38.28,44.96,34.04,38.28,13.13,13.13,13.13,34.04,34.04,12.68,44.96,56.34,56.34,
23-06-2015,08 - 09,22.36,42.28,42.28,42.28,42.28,62.72,42.28,42.28,13.84,13.84,13.84,42.28,42.28,12.81,62.72,62.72,62.72,
23-06-2015,09 - 10,21.15,40.28,40.28,40.28,40.28,63.04,40.28,40.28,14.16,14.16,14.16,40.28,40.28,12.84,63.04,63.04,63.04,
23-06-2015,10 - 11,21,40.42,40.42,40.42,40.42,59.02,40.42,40.42,14.17,14.17,14.17,40.42,40.42,12.86,59.02,59.02,59.02,
23-06-2015,11 - 12,21.11,40.44,40.44,40.44,40.44,60.05,40.44,40.44,14.12,14.12,14.12,40.44,40.44,12.94,60.05,60.05,60.05,
23-06-2015,12 - 13,19.94,32.84,32.84,32.84,32.84,59.88,32.84,32.84,13.51,13.51,13.51,32.84,32.84,12.84,59.88,59.88,59.88,
23-06-2015,13 - 14,19.97,31,31,31,31,58.58,31,31,13.72,13.72,13.72,31,31,12.81,58.58,58.58,58.58,
23-06-2015,14 - 15,19.41,30.35,30.35,30.35,30.35,54.5,30.35,30.35,13.85,13.85,13.85,30.35,30.35,12.81,54.5,60.02,60.02,
23-06-2015,15 - 16,18.28,29.34,29.34,29.34,29.34,34.08,29.34,29.34,13.38,13.38,13.38,29.34,29.34,12.79,34.08,60,60,
23-06-2015,16 - 17,17.63,26.13,26.13,26.13,27.51,34.06,27.51,27.51,13.15,13.15,13.15,26.13,26.13,12.71,34.06,57.9,57.9,
23-06-2015,17 - 18,16.96,22.93,22.93,22.93,29.88,25.05,29.88,29.88,12.96,12.96,12.96,22.93,22.93,12.69,25.05,56.39,56.39,
23-06-2015,18 - 19,16.69,22.36,22.36,22.36,33.11,33.17,29.33,33.11,12.85,12.85,12.85,22.36,22.36,12.66,33.17,56.37,56.37,
23-06-2015,19 - 20,16.23,21.15,21.15,21.15,35.03,25.03,24.7,35.03,12.79,12.79,12.79,21.15,21.15,12.68,25.03,56.35,56.35,
23-06-2015,20 - 21,13.89,16.79,16.79,16.79,16.79,16.79,13.24,16.79,13.24,13.24,13.24,16.79,16.79,12.67,16.79,56.31,56.31,
23-06-2015,21 - 22,12.97,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,12.62,13.41,56.31,56.31,
23-06-2015,22 - 23,12.8,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.55,12.96,26.08,26.08,
23-06-2015,23 - 00,12.13,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,26.09,26.09,
24-06-2015,00 - 01,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,9.91,14.09,14.09,
24-06-2015,01 - 02,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,7.44,7.44,7.44,6.4,14.06,14.06,
24-06-2015,02 - 03,5.63,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,5.24,6.87,6.87,6.87,5.24,14.03,14.03,
24-06-2015,03 - 04,4.96,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,6.25,6.25,6.25,4.7,13.09,13.09,
24-06-2015,04 - 05,4.61,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,6.22,6.22,6.22,4.25,13.07,13.07,
24-06-2015,05 - 06,5.7,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,6.91,6.91,6.91,5.33,5.33,5.33,
24-06-2015,06 - 07,11.27,11.14,11.14,11.14,11.14,15.97,11.14,11.14,11.14,11.14,11.14,11.14,11.14,11.14,15.97,15.97,15.97,
24-06-2015,07 - 08,13.56,13.39,13.39,13.39,13.39,34.09,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.1,34.09,34.09,34.09,
24-06-2015,08 - 09,15.46,16.65,16.65,16.65,16.65,55.02,13.67,16.65,13.67,13.67,13.67,16.65,16.65,13.67,55.02,55.02,55.02,
24-06-2015,09 - 10,15.97,16.81,16.81,16.81,16.81,56.31,13.57,16.81,13.57,13.57,13.57,16.81,16.81,14.92,56.31,56.31,56.31,
24-06-2015,10 - 11,15.69,16.82,16.82,16.82,16.82,55.02,13.53,16.82,13.53,13.53,13.53,16.82,16.82,15.13,55.02,55.02,55.02,
24-06-2015,11 - 12,15.39,16.74,16.74,16.74,16.74,56.32,13.51,16.74,13.51,13.51,13.51,16.74,16.74,14.77,56.32,56.32,56.32,
24-06-2015,12 - 13,16.06,17.45,17.45,17.45,17.45,52.92,13.5,17.45,13.5,13.5,13.5,17.45,17.45,14.51,52.92,52.92,52.92,
24-06-2015,13 - 14,15.1,16.64,16.64,16.64,16.64,50.05,13.47,16.64,13.47,13.47,13.47,16.64,16.64,14.43,50.05,50.05,50.05,
24-06-2015,14 - 15,13.84,14.72,14.72,14.72,14.72,34.07,13.45,14.72,13.45,13.45,13.45,14.72,14.72,13.9,34.07,34.07,34.07,
24-06-2015,15 - 16,13.54,13.77,13.77,13.77,13.77,34.04,13.31,13.77,13.31,13.31,13.31,13.77,13.77,13.77,34.04,34.04,34.04,
24-06-2015,16 - 17,13.14,13.06,13.06,13.06,13.06,25.04,13.06,13.06,13.06,13.06,13.06,13.06,13.06,12.97,25.04,25.04,25.04,
24-06-2015,17 - 18,12.93,12.95,12.95,12.95,12.95,15.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.94,15.95,15.95,15.95,
24-06-2015,18 - 19,13.17,13,13,13,13,25.09,13,13,13,13,13,13,13,12.91,25.09,25.09,25.09,
24-06-2015,19 - 20,13.23,12.71,12.71,12.71,12.71,36.06,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,36.06,50.04,50.04,
24-06-2015,20 - 21,12.83,12.53,12.53,12.53,12.53,23.93,12.53,12.53,12.53,12.53,12.53,12.53,12.53,12.53,23.93,23.93,23.93,
24-06-2015,21 - 22,12.67,12.37,12.37,12.37,12.37,23.67,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37,23.67,23.67,23.67,
24-06-2015,22 - 23,11.78,11.61,11.61,11.61,11.61,21.88,11.61,11.61,11.61,11.61,11.61,11.61,11.61,11.61,21.88,26.08,26.08,
24-06-2015,23 - 00,11.04,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26.03,26.03,
25-06-2015,00 - 01,8.25,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,8.26,13.06,13.06,
25-06-2015,01 - 02,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,13.03,13.03,
25-06-2015,02 - 03,5.32,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,06.07,06.07,06.07,5.1,13.01,13.01,
25-06-2015,03 - 04,4.99,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,5.81,5.81,5.81,4.86,12.09,12.09,
25-06-2015,04 - 05,5.32,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.72,5.72,5.72,5.21,13.01,13.01,
25-06-2015,05 - 06,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,26.02,26.02,
25-06-2015,06 - 07,11.77,11.51,11.51,11.51,11.51,25.04,11.51,11.51,11.51,11.51,11.51,11.51,11.51,11.51,25.04,48.08,48.08,
25-06-2015,07 - 08,14.1,16.35,16.35,16.35,16.35,34.01,16.35,16.35,13.16,13.16,13.16,16.35,16.35,12.7,34.01,48.07,48.07,
25-06-2015,08 - 09,15.95,16.85,16.85,16.85,16.85,58.23,16.85,16.85,13.46,13.46,13.46,16.85,16.85,12.74,58.23,58.23,58.23,
25-06-2015,09 - 10,17.18,17.19,17.19,17.19,21.86,60.06,21.86,21.86,13.89,13.89,13.89,17.19,17.19,12.77,60.06,60.06,60.06,
25-06-2015,10 - 11,19.82,17.99,17.99,17.99,37.96,64.02,38.89,38.89,13.91,13.91,13.91,17.99,17.99,12.95,64.02,64.02,64.02,
25-06-2015,11 - 12,18.79,18.17,18.17,18.17,30.36,63.1,30.36,30.36,13.86,13.86,13.86,18.17,18.17,12.97,63.1,63.1,63.1,
25-06-2015,12 - 13,17.95,18.01,18.01,18.01,18.01,56.93,18.01,18.01,13.93,13.93,13.93,18.01,18.01,12.82,56.93,56.93,56.93,
25-06-2015,13 - 14,18.05,18.76,18.76,18.76,18.76,55.88,19.9,19.9,13.9,13.9,13.9,18.76,18.76,13.31,55.88,55.88,55.88,
25-06-2015,14 - 15,16.66,17.65,17.65,17.65,17.65,55.85,17.65,17.65,13.76,13.76,13.76,17.65,17.65,13.3,55.85,55.85,55.85,
25-06-2015,15 - 16,15.92,16.71,16.71,16.71,16.71,53.23,16.71,16.71,13.75,13.75,13.75,16.71,16.71,12.99,53.23,55.84,55.84,
25-06-2015,16 - 17,15.06,16.16,16.16,16.16,16.16,52.69,16.16,16.16,13.74,13.74,13.74,16.16,16.16,12.91,52.69,55.07,55.07,
25-06-2015,17 - 18,14.84,16.14,16.14,16.14,16.14,34.08,23.86,23.86,13.5,13.5,13.5,16.14,16.14,12.84,34.08,55.07,55.07,
25-06-2015,18 - 19,15.74,16.14,16.14,16.14,16.14,36.05,34.48,34.48,13.29,13.29,13.29,16.14,16.14,12.82,36.05,55.04,55.04,
25-06-2015,19 - 20,15.05,16.14,16.14,16.14,16.14,47.8,32.1,32.1,12.99,12.99,12.99,16.14,16.14,12.81,47.8,55,55,
25-06-2015,20 - 21,14.09,14.04,14.04,14.04,14.04,33.51,14.04,14.04,14.04,14.04,14.04,14.04,14.04,12.81,33.51,48.04,48.04,
25-06-2015,21 - 22,13.81,13.68,13.68,13.68,13.68,33.58,13.68,13.68,13.68,13.68,13.68,13.68,13.68,12.76,33.58,48.07,48.07,
25-06-2015,22 - 23,12.68,12.24,12.24,12.24,12.24,27.5,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,27.5,48.08,48.08,
25-06-2015,23 - 00,11.28,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,11.24,26.09,26.09,
26-06-2015,00 - 01,12.61,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.71,12.69,12.71,26.04,26.04,
26-06-2015,01 - 02,12.36,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,26,26,
26-06-2015,02 - 03,12.08,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,
26-06-2015,03 - 04,11.93,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.06,12.06,
26-06-2015,04 - 05,11.92,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.02,12.07,12.07,
26-06-2015,05 - 06,12.41,12.38,12.38,12.38,12.38,23.96,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,23.96,26.08,26.08,
26-06-2015,06 - 07,17.3,17.22,17.22,17.22,17.22,49.55,30.69,30.69,14.29,14.29,14.29,17.22,17.22,12.68,49.55,56.95,56.95,
26-06-2015,07 - 08,20.88,18.9,18.9,18.9,43.44,63.38,44.51,44.51,14.5,14.5,14.5,18.9,18.9,13.17,63.38,63.38,63.38,
26-06-2015,08 - 09,23.16,21.76,21.76,43.97,43.97,64.91,45.05,45.05,14.88,14.88,14.88,21.76,21.76,13.35,64.91,64.91,64.91,
26-06-2015,09 - 10,23.51,22.25,22.25,40.33,40.33,63.38,41.33,41.33,14.91,14.91,14.91,22.25,22.25,13.38,63.38,63.38,63.38,
26-06-2015,10 - 11,24.44,22.51,22.51,37.91,37.91,63.38,37.91,37.91,14.95,14.95,14.95,22.51,22.51,13.42,63.38,63.38,63.38,
26-06-2015,11 - 12,24.3,23.06,23.06,36.97,36.97,63.37,36.97,36.97,14.67,14.67,14.67,23.06,23.06,13.41,63.37,63.37,63.37,
26-06-2015,12 - 13,23.34,23.1,23.1,35.11,35.11,63.35,35.98,35.98,14.64,14.64,14.64,23.1,23.1,13.33,63.35,63.35,63.35,
26-06-2015,13 - 14,21.16,21.44,21.44,21.44,34.58,63.06,35.44,35.44,14.9,14.9,14.9,21.44,21.44,13.27,63.06,63.06,63.06,
