Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 12-11-2015,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
19-02-2014,02 - 03,"28,44","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","28,46","31,5","31,5"
19-02-2014,03 - 04,"27,62","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","27,67","32,02","32,02"
19-02-2014,04 - 05,"28,76","28,77","28,77","28,77","28,77","28,77","28,51","28,77","28,77","28,77","28,77","28,77","28,77","28,77","28,77","54,05","54,05"
19-02-2014,05 - 06,"30,01","29,95","29,95","29,95","29,95","31,32","29,34","29,95","29,95","29,95","29,95","29,95","29,95","29,95","31,32","56,09","56,09"
19-02-2014,06 - 07,"32,37","32,47","32,47","32,47","32,47","33,87","33,34","33,34","31,68","31,68","31,68","32,47","32,47","32,47","33,87","80,23","80,23"
19-02-2014,07 - 08,"37,07","38,53","38,53","38,53","45,94","38,53","47,45","47,45","38,53","31,69","33,63","38,53","38,53","38,53","38,53","80,23","80,23"
19-02-2014,08 - 09,"41,5","46,96","46,96","46,96","47,03","46,96","47,56","47,56","46,96","31,93","33,64","46,96","46,96","46,96","46,96","80,21","80,21"
19-02-2014,09 - 10,"40,5","41,38","41,38","41,38","48,04","41,38","47,53","48,04","41,38","31,87","32,96","41,38","41,38","41,38","41,38","80,22","80,22"
19-02-2014,10 - 11,"36,16","37,12","37,12","37,12","48,16","37,12","42,36","48,16","37,12","31,77","32,95","37,12","37,12","37,12","37,12","80,24","80,24"
19-02-2014,11 - 12,"35,05","34,73","34,73","34,73","47,8","34,73","47,8","47,8","34,73","31,55","32,59","34,73","34,73","34,73","34,73","56,02","56,02"
19-02-2014,12 - 13,"33,98","34,12","34,12","34,12","43,92","34,12","42,01","43,92","34,12","31,48","32,38","34,12","34,12","34,12","34,12","56,03","56,03"
19-02-2014,13 - 14,"33,67","33,75","33,75","33,75","43,9","33,75","40,29","43,9","33,75","31,45","32,15","33,75","33,75","33,75","33,75","56,03","56,03"
19-02-2014,14 - 15,"33,78","33,89","33,89","33,89","36,63","33,89","36,63","36,63","33,89","31,44","32,2","33,89","33,89","33,89","33,89","59,26","59,26"
19-02-2014,15 - 16,"34,01","34,63","34,63","34,63","40,18","34,63","40,18","40,18","34,63","31,44","32,36","34,63","34,63","34,63","34,63","80,24","80,24"
19-02-2014,16 - 17,"35,36","36,07","36,07","36,07","42,29","37,46","42,29","42,29","36,07","31,53","32,51","36,07","36,07","36,07","37,46","80,23","80,23"
19-02-2014,17 - 18,"38,89","46,3","46,3","46,3","46,3","46,3","47,44","47,44","46,3","31,62","32,69","46,3","46,3","46,3","46,3","66,05","66,05"
19-02-2014,18 - 19,"43,99","40,32","40,32","40,32","52,23","40,32","50,14","52,23",33,33,33,"40,32","40,32","40,32","40,32",50,50
19-02-2014,19 - 20,"34,82","34,77","34,77","34,77","47,47","34,77","47,47","47,47","32,45","32,45","32,45","34,77","34,77","34,77","34,77","48,06","48,06"
19-02-2014,20 - 21,"32,52","32,57","32,57","32,57","41,46","32,57","41,46","41,46","32,17","32,17","32,17","32,57","32,57","32,57","32,57","46,84","46,84"
19-02-2014,21 - 22,"31,82","31,91","31,91","31,91","31,91","31,91","31,91","31,91","31,76","31,76","31,76","31,91","31,91","31,91","31,91","44,3","44,3"
19-02-2014,22 - 23,"30,93","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","30,94","32,01","32,01"
19-02-2014,23 - 00,"30,24","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","30,25","31,04","31,04"
20-02-2014,00 - 01,"30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","31,05","31,05"
20-02-2014,01 - 02,"29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","31,04","31,04"
20-02-2014,02 - 03,"28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","28,87","31,03","31,03"
20-02-2014,03 - 04,"27,91","27,75","27,75","27,75","27,75","27,75","27,75","27,75","27,75","27,75","27,75","28,75","28,75","28,75","27,75","31,04","31,04"
20-02-2014,04 - 05,"28,49","28,37","28,37","28,37","28,37","28,37","28,12","28,37","28,37","28,37","28,37","28,83","28,83","28,83","28,37","32,01","32,01"
20-02-2014,05 - 06,"30,23","30,13","30,13","30,13","30,13","32,36","27,85","30,13","30,13","30,13","30,13","30,13","30,13","30,13","32,36","32,36","32,36"
20-02-2014,06 - 07,"32,16","31,97","31,97","31,97","31,97","54,06","34,51","32,22","31,97","31,12","31,97","31,97","31,97","31,97","54,06","62,02","62,02"
20-02-2014,07 - 08,"35,55","39,02","39,02","39,02","39,02","51,39","39,02","39,02","39,02","31,85","32,86","39,02","39,02","39,02","51,39","56,08","56,08"
20-02-2014,08 - 09,"42,95","47,18","47,18","47,18","47,18","47,18","47,18","47,18","47,18","32,61","33,62","47,18","47,18","47,18","47,18","54,06","54,06"
20-02-2014,09 - 10,"37,51","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","32,28","33,97","43,12","43,12","43,12","43,12","54,01","54,01"
20-02-2014,10 - 11,"35,82","40,76","40,76","40,76","42,99","40,76","44,05","44,05","40,76","31,36","33,7","40,76","40,76","40,76","40,76","56,08","56,08"
20-02-2014,11 - 12,"35,34","36,95","36,95","36,95","36,95","36,95","36,95","36,95","36,95","31,34","32,94","36,95","36,95","36,95","36,95","44,04","44,04"
20-02-2014,12 - 13,"32,87","32,82","32,82","32,82","32,82","33,66","32,82","32,82","32,82","31,81","32,8","32,82","32,82","32,82","33,66","44,06","44,06"
20-02-2014,13 - 14,"32,2","31,98","31,98","31,98","31,98","33,05","31,98","31,98","31,98","31,82","31,98","31,98","31,98","31,98","33,05","44,06","44,06"
20-02-2014,14 - 15,"31,81","31,54","31,54","31,54","31,54","36,06","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","36,06","46,1","46,1"
20-02-2014,15 - 16,"31,6","31,42","31,42","31,42","31,42","33,06","31,42","31,42","31,42","31,31","31,42","31,42","31,42","31,42","33,06","46,09","46,09"
20-02-2014,16 - 17,"31,93","31,67","31,67","31,67","31,67","54,07","31,32","31,67","31,67","31,32","31,67","31,67","31,67","31,67","54,07","54,07","54,07"
20-02-2014,17 - 18,"32,84","32,46","32,46","32,46","32,46","58,81","31,46","32,46","32,46","31,39","32,46","32,46","32,46","32,46","58,81","58,81","58,81"
20-02-2014,18 - 19,"32,06","32,1","32,1","32,1","32,1","35,48","31,3","32,1","32,1","31,3","32,1","32,1","32,1","32,1","35,48","44,04","44,04"
20-02-2014,19 - 20,"31,4","31,53","31,53","31,53","31,53","32,22","30,99","31,53","31,53","30,99","31,53","31,53","31,53","31,53","32,22","32,22","32,22"
20-02-2014,20 - 21,"30,6","30,62","30,62","30,62","30,62","30,62","30,62","30,62","30,62","30,55","30,62","30,62","30,62","30,62","30,62","32,08","32,08"
20-02-2014,21 - 22,"30,07","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,09","30,06","30,09","30,09","30,09","30,09","30,09","32,08","32,08"
20-02-2014,22 - 23,"28,95","28,95","28,95","28,95","28,95","29,78","28,84","28,95","28,95","28,95","28,95","28,95","28,95","28,95","29,78","32,03","32,03"
20-02-2014,23 - 00,"27,56","27,61","27,61","27,61","27,61","27,61","25,17","25,17","27,61","27,61","27,61","28,31","28,31","28,31","27,61","31,06","31,06"
21-02-2014,00 - 01,"26,72","26,7","26,7","26,7","26,7","26,7","20,49","20,49","27,07","27,07","27,07","27,75","27,75","27,75","26,7","32,02","32,02"
21-02-2014,01 - 02,"26,57","26,73","26,73","26,73","26,73","26,73","22,15","22,15","26,84","26,84","26,84","27,2","27,2","27,2","26,73","31,6","31,6"
21-02-2014,02 - 03,"26,28","26,32","26,32","26,32","26,32","26,32","20,84","20,84","26,75","26,75","26,75","27,15","27,15","27,15","26,32","31,56","31,56"
21-02-2014,03 - 04,"26,49","26,86","26,86","26,86","26,86","26,86","19,42","19,42","26,86","26,86","26,86","27,16","27,16","27,16","26,86","32,02","32,02"
21-02-2014,04 - 05,"27,17","27,7","27,7","27,7","27,7","27,7","21,02","21,02","27,7","27,7","27,7","27,7","27,7","27,7","27,7","31,07","31,07"
21-02-2014,05 - 06,"28,95","28,7","28,7","28,7","28,7","32,21","26,64","28,7","28,7","28,7","28,7","28,7","28,7","28,7","32,21","32,21","32,21"
21-02-2014,06 - 07,"30,47","30,09","30,09","30,09","30,09","40,52","32,14","30,09","30,09","30,09","30,09","30,09","30,09","30,09","40,52","54,1","54,1"
21-02-2014,07 - 08,"31,63","30,87","30,87","30,87","30,87","54,34","33,79","33,79","30,87","30,87","30,87","30,87","30,87","30,87","54,34","54,46","54,46"
21-02-2014,08 - 09,"32,33","31,56","31,56","31,56","31,56","54,07","32,62","32,62","31,56","31,56","31,56","31,56","31,56","31,56","54,07","56,04","56,04"
21-02-2014,09 - 10,"32,19","31,6","31,6","31,6","31,6","40,54","31,6","31,6","31,6","31,6","31,6","31,6","31,6","31,6","40,54","55,39","55,39"
21-02-2014,10 - 11,"31,92","31,42","31,42","31,42","31,42","46,62","31,42","31,42","31,42","31,42","31,42","31,42","31,42","31,42","46,62","51,63","51,63"
21-02-2014,11 - 12,"31,26",31,31,31,31,"33,76",31,31,31,31,31,31,31,31,"33,76","46,09","46,09"
21-02-2014,12 - 13,"30,92","30,81","30,81","30,81","30,81","34,66","30,81","30,81","30,81","30,81","30,81","30,81","30,81","30,81","34,66","46,09","46,09"
21-02-2014,13 - 14,"30,77","30,66","30,66","30,66","30,66","33,02","30,66","30,66","30,66","30,66","30,66","30,66","30,66","30,66","33,02","46,07","46,07"
21-02-2014,14 - 15,"30,64","30,48","30,48","30,48","30,48","36,17","30,48","30,48","30,48","30,48","30,48","30,48","30,48","30,48","36,17","46,07","46,07"
21-02-2014,15 - 16,"30,5","30,33","30,33","30,33","30,33","35,27","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","35,27","47,27","47,27"
21-02-2014,16 - 17,"30,73","30,47","30,47","30,47","30,47","38,77","30,47","30,47","30,47","30,47","30,47","30,47","30,47","30,47","38,77","48,86","48,86"
21-02-2014,17 - 18,"31,27","30,83","30,83","30,83","30,83","49,46","30,83","30,83","30,83","30,83","30,83","30,83","30,83","30,83","49,46","49,46","54,05"
21-02-2014,18 - 19,"31,07","30,9","30,9","30,9","30,9","33,1","30,9","30,9","30,9","30,9","30,9","30,9","30,9","30,9","33,1","48,93","48,93"
21-02-2014,19 - 20,"30,51","30,51","30,51","30,51","30,51","30,8","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,8","47,62","47,62"
21-02-2014,20 - 21,"29,93","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","32,09","32,09"
21-02-2014,21 - 22,"29,49","29,42","29,42","29,42","29,42","29,95","29,42","29,42","29,42","29,42","29,42","29,42","29,42","29,42","29,95","31,1","31,1"
21-02-2014,22 - 23,"28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","28,84","32,06","32,06"
21-02-2014,23 - 00,"28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","28,22","32,07","32,07"
22-02-2014,00 - 01,"27,92","27,94","27,94","27,94","27,94","27,94","27,27","27,94","27,94","27,94","27,94","27,97","27,97","27,97","27,94","31,06","31,06"
22-02-2014,01 - 02,"26,49","26,55","26,55","26,55","26,55","26,55","23,91","23,91","26,55","26,55","26,55","27,41","27,41","27,41","26,55","31,05","31,05"
22-02-2014,02 - 03,"25,97","26,09","26,09","26,09","26,09","26,09","20,41","20,41","26,09","26,09","26,09","27,12","27,12","27,12","26,09","31,05","31,05"
22-02-2014,03 - 04,"25,56","25,8","25,8","25,8","25,8","25,8","21,02","21,02","25,8","25,8","25,8","27,06","27,06","27,06","25,8","31,05","31,05"
22-02-2014,04 - 05,"25,62","25,95","25,95","25,95","25,95","25,95","18,67","18,67","25,95","25,95","25,95","27,07","27,07","27,07","25,95","31,07","31,07"
22-02-2014,05 - 06,"26,13","26,32","26,32","26,32","26,32","26,32","20,46","20,46","26,32","26,32","26,32","27,15","27,15","27,15","26,32","31,08","31,08"
22-02-2014,06 - 07,"26,7","26,88","26,88","26,88","26,88","29,91","20,26","20,26","26,88","26,88","26,88","27,34","27,34","27,34","29,91","31,07","31,07"
22-02-2014,07 - 08,"27,19","27,08","27,08","27,08","27,08","29,95","26,43","26,43","27,08","27,08","27,08","27,47","27,47","27,47","29,95","41,81","41,81"
22-02-2014,08 - 09,"28,18","28,14","28,14","28,14","28,14","30,42","28,14","28,14","28,14","28,14","28,14","28,14","28,14","28,14","30,42","47,01","47,01"
22-02-2014,09 - 10,"28,78","28,66","28,66","28,66","28,66","31,54","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","31,54","47,69","47,69"
22-02-2014,10 - 11,"28,45","28,33","28,33","28,33","28,33","31,03","28,33","28,33","28,33","28,33","28,33","28,5","28,5","28,5","31,03","47,8","47,8"
22-02-2014,11 - 12,"27,94","27,88","27,88","27,88","27,88","30,85","25,38","27,88","27,88","27,88","27,88","28,61","28,61","28,61","30,85","47,49","47,49"
22-02-2014,12 - 13,"27,5","27,5","27,5","27,5","27,5","31,41","22,25","27,5","27,5","27,5","27,5","28,53","28,53","28,53","31,41","47,18","47,18"
22-02-2014,13 - 14,"27,19","27,26","27,26","27,26","27,26","30,81","22,29","27,26","27,26","27,26","27,26","28,35","28,35","28,35","30,81","46,95","46,95"
22-02-2014,14 - 15,"27,4","27,1","27,1","27,1","27,1","31,21","25,71","27,1","27,1","27,1","27,1","28,36","28,36","28,36","31,21","46,92","46,92"
22-02-2014,15 - 16,"28,12","28,12","28,12","28,12","28,12","28,12","28,12","28,12","28,12","28,12","28,12","28,27","28,27","28,27","31,39","46,97","46,97"
22-02-2014,16 - 17,"29,12","29,04","29,04","29,04","29,04","32,3","29,04","29,04","29,04","29,04","29,04","29,04","29,04","29,04","32,3","47,56","47,56"
22-02-2014,17 - 18,"29,95","29,72","29,72","29,72","29,72","36,48","29,72","29,72","29,72","29,72","29,72","29,72","29,72","29,72","36,48","47,82","47,82"
22-02-2014,18 - 19,"30,02","29,88","29,88","29,88","29,88","32,75","29,88","29,88","29,88","29,88","29,88","29,88","29,88","29,88","32,75","46,97","46,97"
22-02-2014,19 - 20,"29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,98","46,95","46,95"
22-02-2014,20 - 21,"28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","28,7","29,93","47,49","47,49"
22-02-2014,21 - 22,"28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","28,17","31,09","31,09"
22-02-2014,22 - 23,"28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","28,08","31,03","31,03"
22-02-2014,23 - 00,"26,83","26,77","26,77","26,77","26,77","26,77","26,77","26,77","26,77","26,77","26,77","27,06","27,06","27,06","26,77","31,07","31,07"
23-02-2014,00 - 01,"26,13","26,11","26,11","26,11","26,11","26,11","26,11","26,11","26,11","26,11","26,11","26,93","26,93","26,93","26,11","30,07","30,07"
23-02-2014,01 - 02,"25,09","24,9","24,9","24,9","24,9","24,9","21,63","21,63","25,37","25,37","25,37","25,78","25,78","25,78","24,9","30,04","30,04"
23-02-2014,02 - 03,"24,87","25,01","25,01","25,01","25,01","25,01","22,07","22,07","25,01","25,01","25,01","25,01","25,01","25,01","25,01","30,03","30,03"
23-02-2014,03 - 04,"24,59","24,81","24,81","24,81","24,81","24,81","19,48","19,48","24,81","24,81","24,81","24,81","24,81","24,81","24,81","30,04","30,04"
23-02-2014,04 - 05,"24,56","24,84","24,84","24,84","24,84","24,84","16,28","16,28","24,84","24,84","24,84","24,84","24,84","24,84","24,84","30,06","30,06"
23-02-2014,05 - 06,25,"25,17","25,17","25,17","25,17","25,17","19,86","19,86","25,17","25,17","25,17","26,48","26,48","26,48","25,17","31,01","31,01"
23-02-2014,06 - 07,"25,25","25,46","25,46","25,46","25,46","25,46","15,73","15,73","25,46","25,46","25,46","27,03","27,03","27,03","25,46","31,06","31,06"
23-02-2014,07 - 08,"25,17","25,42","25,42","25,42","25,42","25,42","15,73","15,73","25,42","25,42","25,42","27,07","27,07","27,07","25,42","31,09","31,09"
23-02-2014,08 - 09,"25,63","25,83","25,83","25,83","25,83","25,83","17,1","17,1","25,83","25,83","25,83","27,46","27,46","27,46","27,94","44,03","44,03"
23-02-2014,09 - 10,"26,32","26,54","26,54","26,54","26,54","26,54","16,63","26,54","26,54","26,54","26,54","27,94","27,94","27,94","29,91","44,08","44,08"
23-02-2014,10 - 11,"26,69","26,86","26,86","26,86","26,86","26,86","17,46","26,86","26,86","26,86","26,86","28,05","28,05","28,05","29,91","44,1","44,1"
23-02-2014,11 - 12,"26,55","26,82","26,82","26,82","26,82","26,82","16,77","26,82","26,82","26,82","26,82","27,99","27,99","27,99","29,91","48,68","48,68"
23-02-2014,12 - 13,"26,13","26,54","26,54","26,54","26,54","26,54","14,68","26,54","26,54","26,54","26,54","27,96","27,96","27,96","29,9","44,09","44,09"
23-02-2014,13 - 14,"25,89","25,78","25,78","25,78","25,78","25,78","12,98","25,78","26,37","26,37","26,37","27,98","27,98","27,98",28,"44,06","44,06"
23-02-2014,14 - 15,"25,75","24,95","24,95","24,95","24,95","24,95","11,26","24,95","26,33","26,33","26,33","28,02","28,02","28,02","29,91","44,04","44,04"
23-02-2014,15 - 16,"25,6","24,1","24,1","24,1","24,1","24,1","11,7","24,1","26,43","26,43","26,43","28,08","28,08","28,08","29,92","44,05","44,05"
23-02-2014,16 - 17,"25,79","24,81","24,81","24,81","24,81","24,91","12,94","24,81","26,41","26,41","26,41","28,09","28,09","28,09","29,94","50,01","50,01"
23-02-2014,17 - 18,"28,19","28,3","28,3","28,3","28,3","28,37","28,3","28,3","28,3","28,3","28,3","28,3","28,3","28,3","29,96","50,02","50,02"
23-02-2014,18 - 19,"29,15","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,2","29,95","50,01","50,01"
23-02-2014,19 - 20,"28,92","28,95","28,95","28,95","28,95","28,95","28,95","28,95","28,95","28,95","28,95","28,95","28,95","28,95","29,92","50,01","50,01"
23-02-2014,20 - 21,"27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,81","27,96","44,09","44,09"
23-02-2014,21 - 22,"26,86","26,8","26,8","26,8","26,8","26,8","26,36","26,8","26,8","26,8","26,8","27,85","27,85","27,85","26,8","31,08","31,08"
23-02-2014,22 - 23,"26,71","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","26,66","27,4","27,4","27,4","26,66","31,02","31,02"
23-02-2014,23 - 00,"25,78","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","26,66","26,66","26,66","25,71","30,06","30,06"
24-02-2014,00 - 01,"24,07","14,86","14,86","14,86","14,86","14,86","14,5","14,5","25,8","25,8","25,8","23,29","23,29","23,29","14,86","31,06","31,06"
24-02-2014,01 - 02,"23,49","15,46","15,46","15,46","15,46","15,46","15,09","15,09","25,57","25,57","25,57","18,81","18,81","22,67","15,46","31,04","31,04"
24-02-2014,02 - 03,"23,38","17,22","17,22","17,22","17,22","17,22","17,22","17,22","25,32","25,32","25,32","18,04","18,04","22,43","17,22","17,22","17,22"
24-02-2014,03 - 04,"23,45","19,8","19,8","19,8","19,8","19,8","13,68","13,68","25,08","25,08","25,08","19,8","19,8","22,01","19,8","19,8","19,8"
24-02-2014,04 - 05,"24,12","23,87","23,87","23,87","23,87","23,87",14,14,"24,86","24,86","24,86","23,87","23,87","23,87","23,87","32,02","32,02"
24-02-2014,05 - 06,"25,75","25,59","25,59","25,59","25,59","32,63","18,12","25,39","25,59","25,59","25,59","25,59","25,59","25,59","32,63","32,63","32,63"
24-02-2014,06 - 07,"28,91","28,39","28,39","28,39","28,39","32,58","33,28","28,39","28,39","28,39","28,39","28,39","28,39","28,39","32,58","50,01","50,01"
24-02-2014,07 - 08,"29,74","29,53","29,53","29,53","29,53","32,3","29,53","29,53","29,53","29,53","29,53","29,53","29,53","29,53","32,3","50,03","50,03"
24-02-2014,08 - 09,"29,95","29,83","29,83","29,83","29,83","32,3","29,83","29,83","29,83","29,83","29,83","29,83","29,83","29,83","32,3","54,02","54,02"
24-02-2014,09 - 10,"29,62","29,43","29,43","29,43","29,43","32,24","29,89","29,43","29,43","29,43","29,43","29,43","29,43","29,43","32,24","54,02","54,02"
24-02-2014,10 - 11,"29,05","28,81","28,81","28,81","28,81","32,34","28,35","28,81","28,81","28,81","28,81","28,82","28,82","28,82","32,34","52,1","52,1"
24-02-2014,11 - 12,"28,58","28,25","28,25","28,25","28,25","31,78","28,25","28,25","28,25","28,25","28,25","28,7","28,7","28,7","31,78","46,03","46,03"
24-02-2014,12 - 13,"27,84","27,42","27,42","27,42","27,42","30,78","27,42","27,42","27,42","27,42","27,42","28,51","28,51","28,51","30,78","46,01","46,01"
24-02-2014,13 - 14,"27,83","27,46","27,46","27,46","27,46","30,57","27,46","27,46","27,46","27,46","27,46","28,31","28,31","28,31","30,57","46,02","46,02"
24-02-2014,14 - 15,"28,15","27,89","27,89","27,89","27,89","30,72","27,89","27,89","27,89","27,89","27,89","28,28","28,28","28,28","30,72","50,04","50,04"
24-02-2014,15 - 16,"28,75","28,52","28,52","28,52","28,52","31,11","28,52","28,52","28,52","28,52","28,52","28,52","28,52","28,52","31,11","50,03","50,03"
24-02-2014,16 - 17,"29,15","28,89","28,89","28,89","28,89","32,18","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","32,18","50,02","50,02"
24-02-2014,17 - 18,"29,66","29,38","29,38","29,38","29,38","33,05","29,38","29,38","29,38","29,38","29,38","29,38","29,38","29,38","33,05","50,03","50,03"
24-02-2014,18 - 19,"29,68","29,54","29,54","29,54","29,54","31,42","29,54","29,54","29,54","29,54","29,54","29,54","29,54","29,54","31,42",50,50
24-02-2014,19 - 20,"29,37","29,29","29,29","29,29","29,29","30,08","29,29","29,29","29,29","29,29","29,29","29,29","29,29","29,29","30,08","46,98","46,98"
24-02-2014,20 - 21,"28,8","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","28,83","46,05","46,05"
24-02-2014,21 - 22,"28,34","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37","28,37"
24-02-2014,22 - 23,"27,42","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45","27,45"
24-02-2014,23 - 00,"26,06","24,08","24,08","24,08","24,08","24,08","24,08","24,08","26,61","26,61","26,61","26,21","26,21","26,21","24,08","31,07","31,07"
25-02-2014,00 - 01,"25,96","26,06","26,06","26,06","26,06","26,06","26,22","26,06","26,06","26,06","26,06","26,06","26,06","26,06","26,06","26,06","26,06"
25-02-2014,01 - 02,"23,93","23,87","23,87","23,87","23,87","23,87","23,87","23,87","24,03","24,03","24,03","23,87","23,87","23,87","23,87","23,87","23,87"
25-02-2014,02 - 03,"22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77","22,77"
25-02-2014,03 - 04,"21,94","21,94","21,94","21,94","21,94","21,94","20,29","20,29","22,04","22,04","22,04","21,94","21,94","21,94","21,94","21,94","21,94"
25-02-2014,04 - 05,"23,05","23,18","23,18","23,18","23,18","23,18","21,82","21,82","23,18","23,18","23,18","23,18","23,18","23,18","23,18","23,18","23,18"
25-02-2014,05 - 06,"27,11","26,93","26,93","26,93","26,93","30,5","25,94","26,93","26,93","26,93","26,93","26,93","26,93","26,93","30,5","30,5","30,5"
25-02-2014,06 - 07,"29,4","29,22","29,22","29,22","29,22","31,67","30,3","29,31","29,22","29,22","29,22","29,22","29,22","29,22","31,67","46,9","46,9"
25-02-2014,07 - 08,"30,21","30,06","30,06","30,06","30,06","31,87","30,06","30,06","30,06","30,06","30,06","30,06","30,06","30,06","31,87","46,94","46,94"
25-02-2014,08 - 09,"30,59","30,72","30,72","30,72","30,72","32,09","30,72","30,72","30,26","30,26","30,26","30,72","30,72","30,72","32,09","46,92","46,92"
25-02-2014,09 - 10,"30,18","30,01","30,01","30,01","30,01","32,07","30,01","30,01","30,01","30,01","30,01","30,01","30,01","30,01","32,07","46,97","46,97"
25-02-2014,10 - 11,"29,76","29,59","29,59","29,59","29,59","31,93","29,59","29,59","29,59","29,59","29,59","29,59","29,59","29,59","31,93","46,94","46,94"
25-02-2014,11 - 12,"29,12","29,02","29,02","29,02","29,02","31,54","29,02","29,02","29,02","29,02","29,02","29,02","29,02","29,02","31,54","31,54","31,54"
25-02-2014,12 - 13,"29,02","28,88","28,88","28,88","28,88","31,56","28,88","28,88","28,88","28,88","28,88","28,88","28,88","28,88","31,56","31,56","31,56"
25-02-2014,13 - 14,"29,09","29,01","29,01","29,01","29,01","30,94","29,01","29,01","29,01","29,01","29,01","29,01","29,01","29,01","30,94","30,94","30,94"
25-02-2014,14 - 15,"29,25","29,13","29,13","29,13","29,13","31,36","29,13","29,13","29,13","29,13","29,13","29,13","29,13","29,13","31,36","46,02","46,02"
25-02-2014,15 - 16,"29,45","29,33","29,33","29,33","29,33","31,2","29,33","29,33","29,33","29,33","29,33","29,33","29,33","29,33","31,2",46,46
25-02-2014,16 - 17,"29,56","29,33","29,33","29,33","29,33","32,62","29,33","29,33","29,33","29,33","29,33","29,33","29,33","29,33","32,62","46,93","46,93"
25-02-2014,17 - 18,"30,47","30,07","30,07","30,07","30,07","46,95","30,07","30,07","29,94","29,94","29,94","30,07","30,07","30,07","46,95","46,95","46,95"
25-02-2014,18 - 19,"30,52","30,71","30,71","30,71","30,71","32,54","30,71","30,71","30,05","30,05","30,05","30,71","30,71","30,71","32,54","46,92","46,92"
25-02-2014,19 - 20,"29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","36,01","36,01"
25-02-2014,20 - 21,"29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","29,37","46,91","46,91"
25-02-2014,21 - 22,"29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03","29,03"
25-02-2014,22 - 23,"28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","28,76","31,02","31,02"
25-02-2014,23 - 00,"28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","28,19","31,01","31,01"
26-02-2014,00 - 01,"27,61","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","27,66","31,06","31,06"
