Date,NO Prod,SE Prod,FI Prod,DK Prod,Nordic Prod,EE Prod,LV Prod,LT Prod,Baltic Prod,Total Prod
15-11-2019,420859,485981,180861,126235,1.21394e+06,16778,30751,9253,56782,1.27072e+06
16-11-2019,368586,472121,169551,76333,1.08659e+06,13770,20108,9014,42892,1.12948e+06
17-11-2019,361388,437414,172479,71087,1.04237e+06,14853,16695,6545,38093,1.08046e+06
18-11-2019,443667,493871,181045,84017,1.20262e+06,13675,22864,11424,47963,1.25058e+06
19-11-2019,424111,495860,190442,86774,1.19719e+06,16508,23891,8464,48863,1.24606e+06
20-11-2019,457840,500199,190627,60815,1.2095e+06,17183,25789,10745,53717,1.26322e+06
21-11-2019,453195,498485,177663,70797,1.20015e+06,16935,25146,14126,56207,1.25636e+06
22-11-2019,422842,506925,181004,80006,1.19078e+06,17106,25727,13855,56688,1.24747e+06
23-11-2019,321860,451412,171377,115269,1.05992e+06,15014,17443,10339,42796,1.10272e+06
24-11-2019,355257,470837,181016,118098,1.12522e+06,14320,16243,7547,38110,1.16333e+06
25-11-2019,476020,502434,196951,74805,1.25021e+06,16969,25247,9651,51867,1.30208e+06
26-11-2019,482809,491968,194046,66853,1.23568e+06,18777,21734,7258,47769,1.28345e+06
27-11-2019,453985,498036,198361,79566,1.22995e+06,19370,17577,9076,46023,1.27598e+06
28-11-2019,434491,506761,198569,67122,1.20695e+06,21170,19804,11103,52077,1.25902e+06
29-11-2019,432972,546914,191928,102946,1.27477e+06,20393,20871,12258,53522,1.32829e+06
30-11-2019,442527,516482,207946,82899,1.24986e+06,17956,17727,9195,44878,1.29474e+06
01-12-2019,425349,529084,214225,77973,1.24664e+06,19217,15016,7301,41534,1.28818e+06
02-12-2019,497782,561102,226265,104620,1.38978e+06,18070,19567,10485,48122,1.43790e+06
03-12-2019,492857,557093,216869,104564,1.37139e+06,18734,26118,11922,56774,1.42816e+06
04-12-2019,450048,549082,209566,112761,1.32147e+06,19080,18659,12652,50391,1.37186e+06
05-12-2019,405073,543998,206469,127443,1.283e+06,20025,15195,12446,47666,1.33067e+06
06-12-2019,360164,518244,190480,140547,1.20944e+06,12630,12573,16576,41779,1.25122e+06
07-12-2019,329018,478840,177807,118093,1.10377e+06,11837,10589,12260,34686,1.13846e+06
08-12-2019,319705,465688,179259,115551,1.08021e+06,12489,9944,14291,36724,1.11693e+06
09-12-2019,393676,536848,195822,132283,1.25864e+06,15570,15737,15725,47032,1.30567e+06
10-12-2019,472177,536940,204002,119996,1.33312e+06,11945,21128,13339,46412,1.37953e+06
11-12-2019,432263,557336,216574,118503,1.32468e+06,16757,18653,14036,49446,1.37413e+06
12-12-2019,464835,507141,215602,98367,1.28596e+06,16062,22109,11720,49891,1.33585e+06
13-12-2019,449391,516366,208729,123103,1.2976e+06,14724,20781,12372,47877,1.34548e+06
14-12-2019,341437,470321,189561,98262,1.09959e+06,13629,12339,12735,38703,1.13829e+06
15-12-2019,330021,452631,189724,124060,1.09645e+06,12332,12268,11315,35915,1.13237e+06
16-12-2019,470524,514978,189944,114026,1.28948e+06,15111,23873,15686,54670,1.34415e+06
17-12-2019,457035,505753,193224,74565,1.23058e+06,14870,23738,10885,49493,1.28008e+06
18-12-2019,455945,547862,193846,101326,1.29899e+06,16870,18224,14557,49651,1.34864e+06
19-12-2019,423355,537178,201383,114158,1.27609e+06,15308,22913,11401,49622,1.32571e+06
20-12-2019,380408,498051,195110,113983,1.18756e+06,13984,17878,12813,44675,1.23223e+06
21-12-2019,337494,450117,180186,81327,1.04913e+06,11615,16362,8345,36322,1.08545e+06
22-12-2019,335938,446448,176895,77338,1.03663e+06,10568,16969,5299,32836,1.06946e+06
23-12-2019,368504,475836,184941,79057,1.10835e+06,11866,16011,5999,27007,1.13535e+06
24-12-2019,337621,450676,171639,68853,1.0288e+06,10292,15313,5425,31030,1.05983e+06
25-12-2019,346330,443304,170051,62690,1.02239e+06,7012,17257,5111,29380,1.05177e+06
26-12-2019,385623,474570,180342,55642,1.09619e+06,7296,16343,5410,29049,1.12524e+06
27-12-2019,464730,498498,198118,65367,1.22672e+06,9848,21365,10156,41369,1.26809e+06
28-12-2019,405259,508257,201935,81096,1.19656e+06,11715,17702,10616,40033,1.2366e+06
29-12-2019,309643,493243,195030,130563,1.12849e+06,14022,17635,7892,39549,1.16804e+06
30-12-2019,319573,512768,192235,125414,1.15e+06,14714,20048,14756,49518,1.19951e+06
31-12-2019,370461,513925,195025,109463,1.18888e+06,4155,19700,14004,13486,1.20237e+06
