Date,Hour,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume,Total Consume
03-05-2016,9,15947,16473,9095,4435,45950,1029,938,1317,3284,49234
03-05-2016,10,15636,16265,9082,4550,45533,1021,925,1302,3248,48781
03-05-2016,11,15696,16011,9003,4522,45232,1003,894,1296,3193,48425
03-05-2016,12,15509,15641,8850,4396,44396,1025,908,1320,3253,47649
03-05-2016,13,15513,15470,8765,4371,44119,1010,890,1308,3208,47327
03-05-2016,14,15248,15494,8703,4224,43669,992,865,1281,3138,46807
03-05-2016,15,14954,15609,8553,4049,43165,953,842,1232,3027,46192
03-05-2016,16,14835,15323,8519,4004,42681,926,821,1204,2951,45632
03-05-2016,17,14756,15433,8512,4221,42922,905,808,1189,2902,45824
03-05-2016,18,14653,15424,8490,4158,42725,892,788,1181,2861,45586
03-05-2016,19,14542,15356,8557,3962,42417,889,776,1177,2842,45259
03-05-2016,20,14539,15097,8422,3789,41847,892,776,1212,2880,44727
03-05-2016,21,14464,14831,8793,3720,41808,874,751,1140,2765,44573
03-05-2016,22,14400,14113,8683,3487,40683,786,666,984,2436,43119
03-05-2016,23,13653,13400,8167,3126,38346,718,598,889,2205,40551
04-05-2016,0,13308,12737,7904,2864,36813,679,558,816,2053,38866
04-05-2016,1,13110,12500,7801,2758,36169,659,543,794,1996,38165
04-05-2016,2,12998,12638,7731,2720,36087,658,533,790,1981,38068
04-05-2016,3,12977,12759,7656,2758,36150,654,532,801,1987,38137
04-05-2016,4,13181,12867,7751,2843,36642,642,513,827,1982,38624
04-05-2016,5,13449,13185,8560,3014,38208,766,545,997,2308,40516
04-05-2016,6,14724,14738,9063,3557,42082,902,626,1178,2706,44788
04-05-2016,7,15963,16322,9295,4136,45716,997,715,1277,2989,48705
04-05-2016,8,15993,16639,9347,4383,46362,1024,778,1275,3077,49439
04-05-2016,9,15720,16645,9340,4425,46130,1018,793,1271,3082,49212
04-05-2016,10,15454,16363,9376,4466,45659,1013,784,1259,3056,48715
04-05-2016,11,15154,16079,9350,4426,45009,997,756,1235,2988,47997
04-05-2016,12,14749,15719,9244,4308,44020,1026,755,1258,3039,47059
04-05-2016,13,14620,15441,9134,4297,43492,1003,746,1265,3014,46506
04-05-2016,14,14499,15175,9020,4168,42862,999,735,1262,2996,45858
04-05-2016,15,14244,14984,8924,3994,42146,962,729,1241,2932,45078
04-05-2016,16,14258,14911,8829,3873,41871,934,723,1201,2858,44729
04-05-2016,17,14061,14934,8700,3941,41636,906,726,1188,2820,44456
04-05-2016,18,13930,14822,8761,3974,41487,896,726,1173,2795,44282
04-05-2016,19,13906,14515,8762,3800,40983,883,730,1167,2780,43763
04-05-2016,20,13850,14582,8487,3610,40529,889,746,1199,2834,43363
04-05-2016,21,13937,14716,8809,3607,41069,876,724,1116,2716,43785
04-05-2016,22,13804,13990,8647,3421,39862,785,643,967,2395,42257
04-05-2016,23,13304,13290,8092,3102,37788,715,573,869,2157,39945
05-05-2016,0,12730,12451,7732,2857,35770,679,536,799,2014,37784
05-05-2016,1,12512,11980,7494,2688,34674,663,523,783,1969,36643
05-05-2016,2,12302,11919,7473,2607,34301,656,523,780,1959,36260
05-05-2016,3,12275,12042,7388,2579,34284,645,527,788,1960,36244
05-05-2016,4,12247,12059,7384,2593,34283,650,528,821,1999,36282
05-05-2016,5,12292,12053,7687,2599,34631,769,631,997,2397,37028
05-05-2016,6,12673,12242,7929,2753,35597,908,769,1177,2854,38451
05-05-2016,7,13126,13057,8142,3055,37380,1005,878,1264,3147,40527
05-05-2016,8,13479,13760,8396,3348,38983,1035,929,1298,3262,42245
05-05-2016,9,13829,14003,8434,3478,39744,1030,925,1283,3238,42982
05-05-2016,10,13934,13965,8442,3495,39836,1019,907,1266,3192,43028
05-05-2016,11,13891,13910,8414,3455,39670,1005,881,1240,3126,42796
05-05-2016,12,13768,13773,8343,3378,39262,1024,902,1257,3183,42445
05-05-2016,13,13601,13637,8288,3279,38805,1010,895,1244,3149,41954
05-05-2016,14,13473,13431,8298,3206,38408,1000,880,1223,3103,41511
05-05-2016,15,13347,13207,8234,3153,37941,964,859,1187,3010,40951
05-05-2016,16,13236,13126,8199,3300,37861,938,825,1163,2926,40787
05-05-2016,17,13098,13429,8226,3650,38403,916,816,1163,2895,41298
05-05-2016,18,13143,13411,8310,3629,38493,904,796,1149,2849,41342
05-05-2016,19,13372,13643,8270,3266,38551,887,792,1115,2794,41345
05-05-2016,20,13235,13530,8017,3204,37986,885,796,1157,2838,40824
05-05-2016,21,13300,13577,8500,3221,38598,875,774,1100,2749,41347
05-05-2016,22,13295,13099,8439,3094,37927,783,678,951,2412,40339
05-05-2016,23,12785,12496,7992,2798,36071,714,605,864,2183,38254
06-05-2016,0,12369,12091,7663,2605,34728,681,564,812,2057,36785
06-05-2016,1,12106,11909,7471,2500,33986,661,551,789,2001,35987
06-05-2016,2,12052,11897,7343,2452,33744,651,546,779,1976,35720
06-05-2016,3,12116,12132,7300,2457,34005,642,549,789,1980,35985
06-05-2016,4,12172,12175,7344,2512,34203,652,543,816,2011,36214
06-05-2016,5,12538,12352,7864,2556,35310,764,646,988,2398,37708
06-05-2016,6,13535,13256,8413,2798,38002,900,781,1170,2851,40853
06-05-2016,7,14340,14271,8751,3221,40583,996,886,1273,3155,43738
06-05-2016,8,14767,15076,8897,3578,42318,1030,930,1298,3258,45576
06-05-2016,9,14795,15309,8882,3701,42687,1028,927,1280,3235,45922
06-05-2016,10,14486,15151,8793,3700,42130,1024,911,1264,3199,45329
06-05-2016,11,14326,14585,8799,3630,41340,1009,886,1243,3138,44478
06-05-2016,12,14045,14412,8723,3546,40726,1024,904,1259,3187,43913
06-05-2016,13,13731,14022,8585,3471,39809,996,900,1238,3134,42943
06-05-2016,14,13687,13708,8539,3404,39338,976,888,1219,3083,42421
06-05-2016,15,13440,13553,8437,3346,38776,913,867,1214,2994,41770
06-05-2016,16,13197,13513,8353,3327,38390,911,834,1190,2935,41325
06-05-2016,17,13218,13699,8370,3489,38776,893,819,1177,2889,41665
06-05-2016,18,13220,13820,8429,3504,38973,880,798,1165,2843,41816
06-05-2016,19,13146,13496,8333,3330,38305,861,786,1148,2795,41100
06-05-2016,20,13063,13150,8002,3166,37381,856,786,1137,2779,40160
06-05-2016,21,13098,13301,8423,3138,37960,862,766,1113,2741,40701
06-05-2016,22,12959,12962,8408,2964,37293,786,680,982,2448,39741
06-05-2016,23,12535,12467,7959,2720,35681,716,609,881,2206,37887
07-05-2016,0,12072,12203,7615,2505,34395,667,567,794,2028,36423
07-05-2016,1,11802,12116,7459,2398,33775,642,552,766,1960,35735
07-05-2016,2,11666,12034,7375,2340,33415,645,542,766,1953,35368
07-05-2016,3,11733,12010,7296,2346,33385,625,543,771,1939,35324
07-05-2016,4,11702,11731,7219,2355,33007,602,525,758,1885,34892
07-05-2016,5,11494,11446,7393,2341,32674,638,558,821,2017,34691
07-05-2016,6,11693,11613,7542,2495,33343,684,629,921,2234,35577
07-05-2016,7,12086,12068,7761,2784,34699,764,712,1023,2499,37198
07-05-2016,8,12533,12654,7949,3066,36202,815,764,1095,2674,38876
07-05-2016,9,13056,12979,7952,3262,37249,822,784,1124,2730,39979
07-05-2016,10,13223,12825,8025,3330,37403,813,781,1122,2716,40119
07-05-2016,11,13012,13012,7985,3291,37300,799,773,1113,2685,39985
07-05-2016,12,12850,13009,7922,3206,36987,797,767,1105,2669,39656
07-05-2016,13,12598,13118,7883,3118,36717,783,758,1082,2623,39340
07-05-2016,14,12429,12880,7920,3053,36282,770,744,1061,2575,38857
07-05-2016,15,12278,12796,7941,2992,36007,767,736,1053,2556,38563
07-05-2016,16,12167,12761,8077,3016,36021,768,736,1053,2557,38578
07-05-2016,17,12213,12923,8217,3206,36559,762,732,1054,2548,39107
07-05-2016,18,12189,12643,8295,3194,36321,761,725,1054,2540,38861
07-05-2016,19,12373,12425,8201,3141,36140,758,725,1049,2532,38672
07-05-2016,20,12078,12203,7966,2925,35172,764,734,1077,2575,37747
07-05-2016,21,12069,12374,8241,2936,35620,782,728,1065,2575,38195
07-05-2016,22,12076,12275,8199,2831,35381,726,662,947,2335,37716
07-05-2016,23,11717,12287,7699,2641,34344,670,591,854,2115,36459
08-05-2016,0,11415,11678,7376,2466,32935,613,545,761,1919,34854
08-05-2016,1,11225,11514,7174,2332,32245,597,531,731,1859,34104
08-05-2016,2,11058,11386,7081,2293,31818,591,524,720,1835,33653
08-05-2016,3,10966,11223,6973,2287,31449,578,520,721,1819,33268
08-05-2016,4,10926,10904,6881,2322,31033,561,494,710,1765,32798
08-05-2016,5,10804,10549,7004,2321,30678,585,512,753,1850,32528
08-05-2016,6,10910,10766,7148,2425,31249,635,571,832,2038,33287
08-05-2016,7,11166,11280,7377,2643,32466,714,647,935,2296,34762
08-05-2016,8,11607,11642,7597,2961,33807,777,717,1033,2527,36334
08-05-2016,9,11982,12181,7753,3155,35071,795,747,1074,2616,37687
08-05-2016,10,12181,12260,7826,3216,35483,789,749,1084,2622,38105
08-05-2016,11,12154,12264,7767,3202,35387,775,738,1080,2593,37980
08-05-2016,12,12128,12416,7620,3133,35297,761,730,1074,2565,37862
08-05-2016,13,11936,12482,7498,3075,34991,758,724,1060,2542,37533
08-05-2016,14,11784,12342,7548,3030,34704,752,703,1054,2509,37213
08-05-2016,15,11813,12227,7570,3009,34619,753,702,1052,2507,37126
08-05-2016,16,11799,12315,7536,3080,34730,752,713,1060,2525,37255
08-05-2016,17,11726,12510,7533,3303,35072,757,718,1072,2547,37619
08-05-2016,18,11821,12572,7672,3332,35397,770,720,1089,2579,37976
08-05-2016,19,12054,12524,7710,3192,35480,774,730,1098,2602,38082
08-05-2016,20,12060,12356,7581,3073,35070,778,751,1141,2670,37740
08-05-2016,21,12197,12378,8070,3064,35709,784,746,1092,2622,38331
08-05-2016,22,12289,12001,8038,2933,35261,710,655,937,2302,37563
08-05-2016,23,11706,11486,7546,2654,33392,655,585,830,2070,35462
09-05-2016,0,11237,11243,7161,2510,32151,615,549,749,1913,34064
09-05-2016,1,11197,10993,7012,2405,31607,603,537,726,1866,33473
09-05-2016,2,10928,10932,6930,2381,31171,605,531,729,1865,33036
09-05-2016,3,10900,11028,6874,2410,31212,587,532,733,1852,33064
09-05-2016,4,11000,11139,7062,2450,31651,597,531,764,1892,33543
09-05-2016,5,11133,10992,7954,2615,32694,714,638,968,2320,35014
09-05-2016,6,12492,12215,8588,3192,36487,862,779,1161,2802,39289
09-05-2016,7,14030,13720,8962,3833,40545,971,897,1288,3156,43701
09-05-2016,8,14349,14190,9075,4129,41743,1013,950,1333,3296,45039
09-05-2016,9,14001,14209,9019,4192,41421,1006,959,1334,3299,44720
09-05-2016,10,13890,14176,9037,4231,41334,1001,949,1329,3279,44613
09-05-2016,11,13747,14206,9021,4231,41205,988,920,1315,3223,44428
09-05-2016,12,13620,14092,8696,4177,40585,1008,943,1341,3292,43877
09-05-2016,13,13646,14026,8458,4228,40358,994,939,1325,3258,43616
09-05-2016,14,13623,13856,8419,4127,40025,984,915,1313,3212,43237
09-05-2016,15,13465,13797,8402,3955,39619,947,900,1278,3125,42744
09-05-2016,16,13560,13756,8387,3852,39555,917,866,1235,3018,42573
09-05-2016,17,13345,13604,8288,4009,39246,894,852,1220,2966,42212
09-05-2016,18,13008,13482,8374,3931,38795,873,829,1204,2906,41701
09-05-2016,19,12796,13249,8351,3757,38153,858,815,1190,2863,41016
09-05-2016,20,12782,13030,8031,3568,37411,852,800,1206,2858,40269
09-05-2016,21,12946,12788,8324,3489,37547,854,787,1150,2791,40338
09-05-2016,22,12874,12287,8178,3333,36672,765,690,989,2444,39116
09-05-2016,23,12174,11572,7647,2977,34370,693,618,881,2192,36562
10-05-2016,0,11676,10843,7259,2751,32529,650,577,804,2031,34560
10-05-2016,1,11251,10693,7011,2682,31637,639,561,794,1994,33631
10-05-2016,2,11008,10837,7000,2600,31445,629,553,793,1975,33420
10-05-2016,3,10928,10859,6922,2602,31311,609,553,804,1966,33277
10-05-2016,4,11069,10834,6994,2651,31548,636,554,824,2014,33562
10-05-2016,5,11337,10654,7822,2770,32583,740,652,993,2385,34968
10-05-2016,6,12569,11838,8402,3371,36180,865,783,1161,2809,38989
10-05-2016,7,14005,13397,8714,3943,40059,974,896,1251,3121,43180
10-05-2016,8,14253,13864,8782,4195,41094,1004,950,1284,3238,44332
10-05-2016,9,14151,13749,8796,4261,40957,1011,955,1295,3261,44218
10-05-2016,10,13907,13991,8864,4332,41094,1008,944,1294,3246,44340
10-05-2016,11,13858,13968,8870,4374,41070,999,917,1284,3200,44270
10-05-2016,12,13689,14311,8809,4287,41096,1020,944,1310,3274,44370
10-05-2016,13,13757,14918,8576,4303,41554,1009,939,1296,3244,44798
10-05-2016,14,13672,14829,8496,4218,41215,996,925,1275,3196,44411
10-05-2016,15,13628,14521,8398,4041,40588,965,911,1277,3153,43741
10-05-2016,16,13437,14293,8389,3944,40063,927,870,1251,3048,43111
10-05-2016,17,13302,14252,8263,4093,39910,917,855,1239,3011,42921
10-05-2016,18,13183,13972,8306,3965,39426,892,835,1222,2949,42375
10-05-2016,19,13141,13965,8294,3774,39174,883,827,1216,2926,42100
10-05-2016,20,13065,13855,7985,3607,38512,870,824,1236,2930,41442
10-05-2016,21,13030,13703,8158,3521,38412,849,798,1168,2815,41227
10-05-2016,22,12924,13028,7974,3357,37283,760,697,1010,2467,39750
10-05-2016,23,12260,12043,7417,3014,34734,690,623,910,2223,36957
11-05-2016,0,11701,11039,7099,2803,32642,642,572,833,2047,34689
11-05-2016,1,11295,10803,6918,2639,31655,622,551,809,1982,33637
11-05-2016,2,11265,10994,6892,2617,31768,605,548,803,1956,33724
11-05-2016,3,11295,11122,6759,2595,31771,599,541,808,1948,33719
11-05-2016,4,11187,11056,6909,2640,31792,600,546,831,1977,33769
11-05-2016,5,11469,11491,7725,2749,33434,714,646,1012,2372,35806
11-05-2016,6,12663,12954,8391,3333,37341,863,790,1186,2839,40180
11-05-2016,7,13958,14212,8681,3923,40774,960,892,1263,3115,43889
11-05-2016,8,14304,15324,8772,4148,42548,1011,938,1296,3245,45793
11-05-2016,9,14083,15358,8679,4223,42343,986,944,1290,3220,45563
11-05-2016,10,13897,15475,8630,4294,42296,978,927,1286,3191,45487
11-05-2016,11,13798,15140,8680,4274,41892,961,903,1289,3153,45045
11-05-2016,12,13675,15147,8616,4198,41636,983,927,1276,3186,44822
11-05-2016,13,13680,15020,8562,4226,41488,972,914,1302,3188,44676
11-05-2016,14,13521,14790,8548,4157,41016,963,892,1274,3129,44145
11-05-2016,15,13491,14731,8372,4002,40596,938,882,1244,3064,43660
11-05-2016,16,13280,14306,8332,3934,39852,909,847,1225,2981,42833
11-05-2016,17,13065,14468,8244,4065,39842,891,830,1182,2903,42745
11-05-2016,18,12926,14001,8321,4010,39258,872,812,1185,2869,42127
11-05-2016,19,12901,13914,8230,3881,38926,873,792,1166,2831,41757
11-05-2016,20,12883,13858,7958,3688,38387,858,788,1168,2814,41201
11-05-2016,21,12917,13571,8198,3576,38262,835,773,1111,2719,40981
11-05-2016,22,12832,12892,8302,3396,37422,751,682,961,2394,39816
11-05-2016,23,12208,11891,7839,3050,34988,687,609,865,2161,37149
12-05-2016,0,11681,11459,7481,2833,33454,648,568,801,2017,35471
12-05-2016,1,11362,11434,7314,2693,32803,641,546,786,1973,34776
12-05-2016,2,11183,11302,7296,2635,32416,637,543,786,1966,34382
12-05-2016,3,11203,11354,7207,2640,32404,621,540,780,1941,34345
12-05-2016,4,11224,11274,7296,2697,32491,627,548,794,1969,34460
12-05-2016,5,11361,11826,8043,2819,34049,734,649,975,2358,36407
12-05-2016,6,12560,13492,8559,3342,37953,873,780,1162,2815,40768
12-05-2016,7,14006,15573,8878,3929,42386,965,889,1237,3091,45477
12-05-2016,8,14181,15699,8965,4184,43029,991,936,1266,3193,46222
12-05-2016,9,14136,15696,8870,4257,42959,988,927,1255,3170,46129
12-05-2016,10,14078,15454,8928,4341,42801,983,919,1245,3147,45948
12-05-2016,11,13970,15257,8909,4295,42431,972,889,1236,3097,45528
12-05-2016,12,13980,15258,8830,4073,42141,992,914,1251,3157,45298
12-05-2016,13,13870,14938,8796,4227,41831,985,908,1248,3141,44972
12-05-2016,14,13850,14796,8707,4147,41500,974,896,1240,3110,44610
12-05-2016,15,13903,14654,8610,3986,41153,946,888,1243,3077,44230
12-05-2016,16,13812,14468,8582,3952,40814,912,849,1209,2970,43784
12-05-2016,17,13591,14631,8533,4086,40841,894,833,1192,2919,43760
12-05-2016,18,13578,14609,8573,3999,40759,868,812,1175,2855,43614
12-05-2016,19,13482,14334,8584,3833,40233,876,807,1156,2839,43072
12-05-2016,20,13530,14135,8360,3662,39687,845,793,1156,2794,42481
12-05-2016,21,13655,13874,8599,3586,39714,833,780,1094,2707,42421
12-05-2016,22,13595,13663,8467,3443,39168,757,694,975,2426,41594
12-05-2016,23,12931,13004,8012,3103,37050,694,618,864,2176,39226
13-05-2016,0,12330,12161,7606,2837,34934,647,568,780,1995,36929
13-05-2016,1,11837,11832,7405,2703,33777,627,545,752,1924,35701
13-05-2016,2,11655,11655,7340,2642,33292,622,539,738,1899,35191
13-05-2016,3,11591,11695,7240,2629,33155,601,535,750,1886,35041
13-05-2016,4,11690,11641,7429,2673,33433,605,533,785,1923,35356
13-05-2016,5,12004,12060,8217,2791,35072,727,636,973,2336,37408
13-05-2016,6,13294,13547,8878,3327,39046,865,773,1157,2795,41841
13-05-2016,7,14755,15262,9159,3929,43105,963,873,1237,3073,46178
13-05-2016,8,15238,15913,9172,4190,44513,996,920,1260,3176,47689
13-05-2016,9,15231,15783,9197,4235,44446,988,922,1260,3170,47616
13-05-2016,10,15252,16002,9199,4289,44742,981,908,1255,3144,47886
13-05-2016,11,15019,15778,9196,4207,44200,969,882,1235,3086,47286
13-05-2016,12,14771,15408,9083,4052,43314,990,907,1262,3159,46473
13-05-2016,13,14547,14791,8987,3984,42309,968,906,1253,3127,45436
13-05-2016,14,14307,14575,8937,3815,41634,956,894,1229,3079,44713
13-05-2016,15,14100,14408,8767,3684,40959,926,881,1205,3012,43971
13-05-2016,16,13867,14105,8717,3658,40347,888,848,1173,2909,43256
13-05-2016,17,13854,14184,8685,3765,40488,870,834,1147,2851,43339
13-05-2016,18,13841,14221,8716,3720,40498,854,807,1156,2817,43315
13-05-2016,19,13921,13930,8608,3554,40013,841,794,1126,2761,42774
13-05-2016,20,13818,13467,8278,3345,38908,819,782,1164,2765,41673
13-05-2016,21,13690,13310,8456,3285,38741,818,766,1133,2717,41458
13-05-2016,22,13694,13004,8384,3163,38245,745,691,998,2434,40679
13-05-2016,23,13266,12339,7929,2893,36427,681,619,905,2205,38632
14-05-2016,0,12638,11578,7463,2661,34340,635,571,835,2041,36381
14-05-2016,1,12367,11370,7283,2562,33582,616,552,806,1974,35556
14-05-2016,2,12169,11254,7176,2481,33080,602,537,796,1935,35015
14-05-2016,3,12146,11118,7025,2472,32761,580,528,791,1899,34660
14-05-2016,4,12071,11094,6996,2462,32623,564,511,773,1848,34471
14-05-2016,5,11930,11041,7289,2429,32689,611,542,826,1979,34668
14-05-2016,6,12058,11330,7496,2569,33453,656,617,927,2200,35653
14-05-2016,7,12463,12184,7815,2852,35314,738,711,1036,2485,37799
14-05-2016,8,12971,12998,8025,3161,37155,793,776,1100,2669,39824
14-05-2016,9,13403,13758,8160,3330,38651,812,802,1153,2767,41418
14-05-2016,10,13726,14062,8237,3349,39374,821,802,1161,2784,42158
14-05-2016,11,13645,14104,8350,3362,39461,825,795,1158,2778,42239
14-05-2016,12,13520,13860,8346,3271,38997,826,797,1147,2770,41767
14-05-2016,13,13301,13728,8280,3213,38522,812,783,1135,2730,41252
14-05-2016,14,13095,13569,8308,3208,38180,802,766,1119,2687,40867
14-05-2016,15,12931,13508,8358,3151,37948,795,757,1110,2662,40610
14-05-2016,16,12901,13779,8503,3219,38402,795,753,1103,2651,41053
14-05-2016,17,12949,14075,8674,3412,39110,800,754,1095,2649,41759
14-05-2016,18,12975,13981,8686,3412,39054,797,751,1089,2637,41691
14-05-2016,19,13060,13911,8454,3221,38646,780,757,1082,2619,41265
14-05-2016,20,13033,13906,8104,3029,38072,772,755,1103,2630,40702
14-05-2016,21,12899,13887,8398,3022,38206,764,728,1049,2541,40747
14-05-2016,22,13062,13396,8318,2975,37751,715,669,960,2344,40095
14-05-2016,23,12636,13012,7841,2777,36266,669,610,892,2171,38437
15-05-2016,0,12336,12412,7507,2600,34855,636,570,827,2033,36888
15-05-2016,1,12011,11885,7224,2460,33580,603,543,763,1909,35489
15-05-2016,2,11870,11706,7123,2411,33110,594,528,731,1853,34963
15-05-2016,3,11868,11650,6977,2419,32914,569,516,727,1812,34726
15-05-2016,4,11781,11445,6877,2414,32517,549,498,713,1760,34277
15-05-2016,5,11787,11333,6995,2341,32456,578,526,747,1851,34307
15-05-2016,6,11864,11609,7146,2477,33096,625,580,831,2036,35132
15-05-2016,7,11933,12197,7409,2684,34223,692,645,929,2266,36489
15-05-2016,8,12225,12839,7724,2953,35741,751,704,1006,2461,38202
15-05-2016,9,12618,13536,7970,3134,37258,785,737,1062,2584,39842
15-05-2016,10,12864,14015,8114,3241,38234,785,749,1106,2640,40874
15-05-2016,11,12937,14301,8123,3207,38568,779,745,1105,2629,41197
15-05-2016,12,12821,14233,8089,3278,38421,770,751,1081,2602,41023
15-05-2016,13,12580,14069,7995,3236,37880,767,749,1068,2584,40464
15-05-2016,14,12460,13938,7942,3130,37470,766,746,1049,2561,40031
15-05-2016,15,12359,13817,8077,3075,37328,761,744,1036,2541,39869
15-05-2016,16,12298,13809,8144,3143,37394,766,748,1035,2549,39943
15-05-2016,17,12289,14116,8178,3406,37989,768,749,1046,2563,40552
15-05-2016,18,12342,14196,8285,3435,38258,779,748,1062,2589,40847
15-05-2016,19,12462,13958,8168,3243,37831,776,751,1081,2608,40439
15-05-2016,20,12471,13774,7890,3125,37260,769,744,1095,2608,39868
15-05-2016,21,12605,13645,8320,3083,37653,756,724,1061,2541,40194
15-05-2016,22,12713,13000,8393,2997,37103,696,653,939,2288,39391
15-05-2016,23,12456,12183,7912,2818,35369,636,589,820,2045,37414
16-05-2016,0,12010,11828,7533,2562,33933,593,543,763,1899,35832
16-05-2016,1,11717,11809,7264,2431,33221,588,527,738,1853,35074
16-05-2016,2,11602,11821,7181,2379,32983,587,522,738,1847,34830
16-05-2016,3,11650,11834,7046,2372,32902,578,521,742,1841,34743
16-05-2016,4,11593,11799,7290,2372,33054,581,531,771,1883,34937
16-05-2016,5,11657,12413,8174,2373,34617,694,627,960,2281,36898
16-05-2016,6,12004,14377,8848,2533,37762,846,775,1133,2754,40516
16-05-2016,7,12405,16215,9273,2773,40666,952,891,1249,3092,43758
16-05-2016,8,12766,16747,9361,3096,41970,991,950,1288,3229,45199
16-05-2016,9,13277,16749,9331,3294,42651,984,955,1252,3191,45842
16-05-2016,10,13512,16938,9290,3362,43102,980,948,1253,3181,46283
16-05-2016,11,13533,16798,9249,3360,42940,966,920,1261,3147,46087
16-05-2016,12,13307,16579,9121,3309,42316,988,940,1276,3204,45520
16-05-2016,13,13081,16292,8978,3242,41593,968,930,1256,3154,44747
16-05-2016,14,13027,16236,8994,3202,41459,957,913,1238,3108,44567
16-05-2016,15,12856,16143,8955,3194,41148,925,893,1213,3031,44179
16-05-2016,16,12785,15885,8852,3245,40767,896,856,1174,2926,43693
16-05-2016,17,12834,15974,8744,3494,41046,880,845,1158,2883,43929
16-05-2016,18,12954,15910,8807,3480,41151,857,824,1149,2830,43981
16-05-2016,19,12889,15755,8755,3320,40719,847,809,1153,2809,43528
16-05-2016,20,12857,15450,8419,3131,39857,834,797,1161,2792,42649
16-05-2016,21,12988,15165,8626,3045,39824,819,776,1106,2701,42525
16-05-2016,22,13012,14479,8466,2934,38891,748,691,966,2405,41296
16-05-2016,23,12639,13400,8008,2707,36754,682,620,883,2185,38939
17-05-2016,0,12166,12498,7552,2521,34737,636,569,805,2010,36747
17-05-2016,1,11861,12353,7339,2412,33965,615,550,781,1946,35911
17-05-2016,2,11789,12296,7279,2363,33727,611,545,772,1928,35655
17-05-2016,3,11627,12060,7093,2384,33164,583,531,772,1886,35050
17-05-2016,4,11528,11972,7241,2450,33191,605,537,798,1940,35131
17-05-2016,5,11653,12410,7982,2616,34661,727,647,986,2360,37021
17-05-2016,6,12146,14301,8636,3227,38310,865,783,1159,2807,41117
17-05-2016,7,12905,16052,8990,3777,41724,957,897,1269,3123,44847
17-05-2016,8,13505,15883,9140,4106,42634,993,955,1320,3268,45902
17-05-2016,9,13705,15685,9130,4154,42674,991,964,1339,3294,45968
17-05-2016,10,13368,15731,9184,4179,42462,997,957,1333,3287,45749
17-05-2016,11,12958,15583,9250,4148,41939,988,928,1308,3224,45163
17-05-2016,12,12765,15409,9110,4018,41302,1005,947,1320,3272,44574
17-05-2016,13,12590,15225,9009,4074,40898,997,940,1296,3233,44131
17-05-2016,14,12464,15278,8965,4080,40787,995,921,1277,3193,43980
17-05-2016,15,12325,15022,8822,3970,40139,966,905,1245,3116,43255
17-05-2016,16,12252,14740,8794,3959,39745,936,868,1211,3015,42760
17-05-2016,17,12169,14915,8692,4057,39833,912,850,1198,2960,42793
17-05-2016,18,12365,14698,8814,3986,39863,895,825,1188,2908,42771
17-05-2016,19,12470,14481,8721,3847,39519,869,810,1179,2858,42377
17-05-2016,20,12524,14259,8343,3658,38784,855,792,1175,2822,41606
17-05-2016,21,12720,14158,8551,3545,38974,845,783,1140,2768,41742
17-05-2016,22,12837,13604,8540,3300,38281,786,697,1008,2491,40772
17-05-2016,23,12244,12757,8004,2905,35910,709,626,911,2246,38156
18-05-2016,0,12038,12257,7672,2804,34771,668,580,838,2086,36857
18-05-2016,1,11767,11922,7475,2715,33879,653,561,812,2026,35905
18-05-2016,2,11709,11930,7480,2668,33787,646,552,808,2006,35793
18-05-2016,3,11767,11758,7360,2691,33576,610,546,809,1965,35541
18-05-2016,4,11835,11672,7556,2713,33776,633,562,835,2030,35806
18-05-2016,5,12175,12080,8355,2885,35495,754,668,1009,2431,37926
18-05-2016,6,13190,13884,8863,3459,39396,892,809,1188,2889,42285
18-05-2016,7,14555,15825,9141,4037,43558,984,920,1295,3199,46757
18-05-2016,8,15041,15830,9229,4286,44386,1020,967,1289,3276,47662
18-05-2016,9,14979,15624,9175,4316,44094,1012,970,1290,3272,47366
18-05-2016,10,15028,15871,9220,4431,44550,1008,952,1294,3254,47804
18-05-2016,11,14779,15928,9263,4428,44398,992,923,1295,3210,47608
18-05-2016,12,14643,15792,9219,4313,43967,1020,946,1290,3256,47223
18-05-2016,13,14443,15557,9070,4330,43400,1008,938,1273,3219,46619
18-05-2016,14,14497,15472,9059,4253,43281,999,920,1255,3174,46455
18-05-2016,15,14417,15483,8915,4090,42905,968,900,1201,3069,45974
18-05-2016,16,14480,15303,8812,4028,42623,933,867,1162,2962,45585
18-05-2016,17,14371,15250,8875,4239,42735,914,856,1148,2918,45653
18-05-2016,18,14254,15041,8962,4157,42414,910,830,1139,2879,45293
18-05-2016,19,14194,14845,8947,3950,41936,889,826,1155,2870,44806
18-05-2016,20,14203,14777,8531,3757,41268,871,821,1165,2857,44125
18-05-2016,21,13911,14315,8667,3636,40529,858,812,1110,2780,43309
18-05-2016,22,13611,13713,8666,3493,39483,791,717,985,2493,41976
18-05-2016,23,13057,12768,8168,3168,37161,713,639,885,2237,39398
19-05-2016,0,12343,12156,7800,2927,35226,677,590,816,2083,37309
19-05-2016,1,12059,11864,7570,2779,34272,663,569,777,2009,36281
19-05-2016,2,11698,11720,7436,2724,33578,653,564,772,1989,35567
